,node,x_pos,y_pos
0,0,0.8989431498832011,0.46126292345061126
1,1,-0.24577799537715164,0.9454267834183384
2,2,-0.8011398910262966,-0.6338290302310945
3,3,0.8336540361758452,-0.46357995330965124
4,4,0.6125119244191538,0.8339518139012252
5,5,-0.23801606921925775,-0.9771092141654023
6,6,0.303628713229906,-0.8147653998882789
7,7,0.9433241105235446,-0.31634683807521213
8,8,0.6813231917760114,0.7015941450044473
9,9,-0.44660640704547966,-0.7651479280388368
10,10,0.04281250813608347,0.9837125091481997
11,11,0.47575759659960537,0.8522221327579996
12,12,-0.4559641861494646,-0.9357292551253358
13,13,0.7718693215319429,-0.3044516942465101
14,14,-0.21426797978682524,-0.8129272453017273
15,15,-0.921005862830766,-0.25957618343364863
16,16,-0.1124745402433695,0.9528995176696508
17,17,0.8252391859925335,0.6108822972296344
18,18,-0.9090074702223421,0.3513489222222702
19,19,-0.5379710414066882,0.7514676549816123
20,20,-0.06537639559776029,-0.9546706391424811
21,21,0.34710624863683115,0.8791527007516643
22,22,-0.9233640862999852,-0.3940556361438575
23,23,0.1827578076472338,-0.9153872809533089
24,24,0.9321853134057466,-0.02024982482791423
25,25,-0.8455405014348956,0.5500875538019296
26,26,0.88577631628851,0.15192349612919023
27,27,-0.36671467248782286,0.8866852642705243
28,28,-0.7257931316974615,0.7349096424684268
29,29,-0.6710000834702418,-0.8239711356736398
30,30,-0.6683803733972115,0.5986327870168907
31,31,0.7065095387817398,-0.6167636597268817
32,32,0.08581174794353215,0.8850761531815166
33,33,0.9417071967669258,-0.15884707338411655
34,34,0.2277854341256107,0.9438219895947669
35,35,-0.9412510217166196,-0.028843235333253007
36,36,-0.5198317982914494,0.8736027646726937
37,37,0.6051553789719147,-0.8610816501383008
38,38,-0.8227844359201825,-0.4934182607140508
39,39,-0.9968295966835753,-0.1305907736211115
40,40,-0.9589683664150742,0.19744833480504698
41,41,0.9831981604964143,0.16272990575689297
42,42,0.5501046879854783,-0.7376079609297044
43,43,0.8905803326450904,0.3287325770737157
44,44,0.08848492101048433,-1.0
45,45,0.8196601376251774,-0.67848780417333
46,46,-0.6405597727385199,-0.6723766100097754
47,47,-0.7807116015769474,0.40048263957806357
48,48,0.40501085058713876,-0.9024394528326133
49,49,-0.8933049819789832,0.09658268457924347
50,50,0.6617444518287167,0.537616545955483
