,node,volatility,eign,closeness,betwness,centrality,community,density,name,type
438,858,2,1.477382086158093e-64,0.00816326530612245,0.0,4,1,1.0,"Oulasvirta, A.",outandin
439,865,2,1.477382086158093e-64,0.00816326530612245,0.0,4,1,1.0,"Palmas, G.",outandin
440,1035,2,1.477382086158093e-64,0.00816326530612245,0.0,4,1,1.0,"Seidel, H.-P.",outandin
441,1236,1,1.477382086158093e-64,0.00816326530612245,0.0,4,1,1.0,"Weinkauf, T.",incoming
453,114,2,2.177962687603559e-82,0.006122448979591836,0.0,3,2,1.0,"Borner, K.",outandin
454,635,2,2.177962687603559e-82,0.006122448979591836,0.0,3,2,1.0,"Kobourov, S.",outandin
455,1000,1,2.177962687603559e-82,0.006122448979591836,0.0,3,2,1.0,"Saket, B.",incoming
456,1064,1,2.177962687603559e-82,0.006122448979591836,0.0,3,2,1.0,"Simonetto, P.",incoming
205,830,2,0.0019422336502224974,0.07245059161105201,0.0,1,3,0.18461538461538463,"Nick, B.",outandin
278,836,1,0.0019422336502224974,0.07245059161105201,0.0,1,3,0.18461538461538463,"Nocaj, A.",incoming
268,1327,2,0.019079982553762472,0.08677620527870562,0.0,3,3,0.18461538461538463,"Zinsmaier, M.",outandin
269,258,1,0.019079982553762472,0.08677620527870562,0.0,3,3,0.18461538461538463,"Deussen, O.",
49,598,2,0.07754986920389725,0.08819466248037677,0.0,4,3,0.18461538461538463,"Kashofer, K.",outandin
188,1099,2,0.06695503666262166,0.08819466248037677,0.0,4,3,0.18461538461538463,"Steinberger, M.",outandin
189,1208,2,0.06695503666262166,0.08819466248037677,0.0,4,3,0.18461538461538463,"Waldner, M.",outandin
204,131,1,0.019432940754602043,0.0869407099332624,0.0035140436542715247,5,3,0.18461538461538463,"Brandes, U.",
352,127,2,0.13615474273840608,0.0911753965999919,0.0,6,3,0.18461538461538463,"Boyd, M.",outandin
353,745,2,0.13615474273840608,0.0911753965999919,0.0,6,3,0.18461538461538463,"Macko, P.",outandin
354,1039,2,0.13615474273840608,0.0911753965999919,0.0,6,3,0.18461538461538463,"Seltzer, M.",outandin
355,1300,1,0.13615474273840608,0.0911753965999919,0.0,6,3,0.18461538461538463,"Yeh, C.S.",incoming
363,386,1,0.13266938196801273,0.10690262118833548,0.0007122685475007992,6,3,0.18461538461538463,"Gehlenborg, N.",incoming
401,156,1,0.12413933042823531,0.0911753965999919,0.0,6,3,0.18461538461538463,"Bylinskii, Z.",incoming
402,546,2,0.12413933042823531,0.0911753965999919,0.0,6,3,0.18461538461538463,"Isola, P.",outandin
403,852,1,0.12413933042823531,0.0911753965999919,0.0,6,3,0.18461538461538463,"Oliva, A.",incoming
404,1126,2,0.12413933042823531,0.0911753965999919,0.0,6,3,0.18461538461538463,"Sunkavalli, S.",outandin
405,1202,2,0.12413933042823531,0.0911753965999919,0.0,6,3,0.18461538461538463,"Vo, A.A.",outandin
444,16,2,0.10543623110813573,0.09163081816143041,0.0,6,3,0.18461538461538463,"Al-Awami, A.K.",outandin
445,95,1,0.10543623110813573,0.09163081816143041,0.0,6,3,0.18461538461538463,"Beyer, J.",incoming
446,451,2,0.10543623110813573,0.09163081816143041,0.0,6,3,0.18461538461538463,"Hadwiger, M.",outandin
447,599,2,0.10543623110813573,0.09163081816143041,0.0,6,3,0.18461538461538463,"Kasthuri, N.",outandin
448,707,2,0.10543623110813573,0.09163081816143041,0.0,6,3,0.18461538461538463,"Lichtman, J.W.",outandin
176,895,2,0.15882656851459045,0.09126611838765357,0.0,7,3,0.18461538461538463,"Peters, A.",outandin
177,794,2,0.15882656851459045,0.09126611838765357,0.0,7,3,0.18461538461538463,"Mitsouras, D.",outandin
178,783,2,0.15882656851459045,0.09126611838765357,0.0,7,3,0.18461538461538463,"Melchionna, S.",outandin
179,991,2,0.15882656851459045,0.09126611838765357,0.0,7,3,0.18461538461538463,"Rybicki, F.",outandin
180,325,2,0.15882656851459045,0.09126611838765357,0.0,7,3,0.18461538461538463,"Feldman, C.",outandin
350,590,2,0.15848920277340903,0.09330869682562751,0.0,7,3,0.18461538461538463,"Kalkofen, D.",outandin
351,1225,2,0.15848920277340903,0.09330869682562751,0.0,7,3,0.18461538461538463,"Wassermann, A.M.",outandin
349,421,2,0.17054407229724472,0.09340371586516481,8.346897041024999e-06,8,3,0.18461538461538463,"Gratzl, S.",outandin
48,875,2,0.1729612092593365,0.09524657214910888,0.0024185134176369933,9,3,0.18461538461538463,"Partl, C.",outandin
377,1205,1,0.10584895119091665,0.12411698102786446,0.0930101295557662,9,3,0.18461538461538463,"Vuillemot, R.",incoming
50,1016,2,0.18512881282839327,0.09544479602454926,0.0028511609142634537,11,3,0.18461538461538463,"Schmalstieg, D.",outandin
175,374,2,0.2083128209580952,0.09163081816143041,5.564598027349998e-05,11,3,0.18461538461538463,"Gajos, K.",outandin
47,1110,1,0.1971836823522289,0.09554421768707483,0.0029513236787557535,12,3,0.18461538461538463,"Streit, M.",incoming
270,1112,1,0.1523910754550464,0.10790876350540217,0.011414381703601685,12,3,0.18461538461538463,"Strobelt, H.",
46,697,1,0.2206484028132818,0.11024332810047095,0.02949306511970852,14,3,0.18461538461538463,"Lex, A.",incoming
174,113,1,0.26471179505013925,0.09209081222850588,0.00026431840629912497,16,3,0.18461538461538463,"Borkin, M.",incoming
7,899,1,0.4808019837050605,0.1146530612244898,0.07776386628270937,34,3,0.18461538461538463,"Pfister, H.",
45,243,2,5.728492494099386e-58,0.00705539358600583,0.0,1,4,0.3181818181818182,"Dasgupta, A.",outandin
44,648,2,2.585806113570234e-57,0.009877551020408163,8.346897041025e-05,2,4,0.3181818181818182,"Kosara, R.",outgoing
482,416,1,4.4465074775512966e-57,0.010736468500443656,0.0,2,4,0.3181818181818182,"Gramazio, C.C.",incoming
483,1015,1,4.4465074775512966e-57,0.010736468500443656,0.0,2,4,0.3181818181818182,"Schloss, K.B.",incoming
9,847,2,6.215249233321052e-57,0.011224489795918367,0.0,3,4,0.3181818181818182,"O'Brien, T.M.",outandin
10,959,2,6.215249233321052e-57,0.011224489795918367,0.0,3,4,0.3181818181818182,"Ritz, A.M.",outandin
11,935,2,6.215249233321052e-57,0.011224489795918367,0.0,3,4,0.3181818181818182,"Raphael, B.J.",outandin
241,407,2,1.063036163832689e-56,0.012996777658431793,0.0,4,4,0.3181818181818182,"Gomez, S.R.",outandin
242,568,2,1.063036163832689e-56,0.012996777658431793,0.0,4,4,0.3181818181818182,"Jianu, R.",outandin
243,443,2,1.063036163832689e-56,0.012996777658431793,0.0,4,4,0.3181818181818182,"Guo, H.",outandin
43,1326,1,1.1099319761659713e-56,0.014525810324129652,0.00015024414673844998,5,4,0.3181818181818182,"Ziemkiewicz, C.",
12,664,1,1.562475251158402e-56,0.017638483965014575,0.00030048829347689997,9,4,0.3181818181818182,"Laidlaw, D.H.",incoming
14,771,2,9.554088006059341e-63,0.007346938775510204,0.0,2,5,0.6190476190476191,"McDonnel, B.",outgoing
15,560,2,9.554088006059341e-63,0.007346938775510204,0.0,2,5,0.6190476190476191,"Javed, W.",outandin
289,9,2,2.629602383899898e-62,0.009183673469387754,0.0,4,5,0.6190476190476191,"Afzal, S.",outandin
290,742,1,2.629602383899898e-62,0.009183673469387754,0.0,4,5,0.6190476190476191,"Maciejewski, R.",incoming
291,554,2,2.629602383899898e-62,0.009183673469387754,0.0,4,5,0.6190476190476191,"Jang, Y.",outandin
292,301,3,2.629602383899898e-62,0.009183673469387754,0.0,4,5,0.6190476190476191,"Ebert, D.S.",outandin
13,308,1,3.0012601705583954e-62,0.012244897959183673,6.677517632819999e-05,6,5,0.6190476190476191,"Elmqvist, N.",
396,943,2,1.3535758381351072e-46,0.010331632653061225,0.0,2,6,0.5111111111111111,"Reinhardt, T.",outandin
417,823,1,1.5917872970817772e-46,0.010331632653061225,0.0,2,6,0.5111111111111111,"Netzel, R.",incoming
16,265,2,2.6257167291374255e-46,0.011807580174927116,0.0,4,6,0.5111111111111111,"Diehl, S.",outandin
17,80,2,2.6257167291374255e-46,0.011807580174927116,0.0,4,6,0.5111111111111111,"Beck, F.",outandin
171,642,2,2.5602268430227014e-46,0.011807580174927116,0.0,4,6,0.5111111111111111,"Konevtsova, N.",outandin
172,485,2,2.5602268430227014e-46,0.011807580174927116,0.0,4,6,0.5111111111111111,"Heinrich, J.",outandin
173,506,2,2.5602268430227014e-46,0.011807580174927116,0.0,4,6,0.5111111111111111,"Hoeferlin, M.",outandin
149,1190,2,2.8410032057000215e-46,0.012715855572998432,1.2520345561537498e-05,5,6,0.5111111111111111,"Vehlow, C.",outandin
18,149,1,4.100504377594683e-46,0.01653061224489796,6.26017278076875e-05,8,6,0.5111111111111111,"Burch, M.",incoming
148,1237,1,4.315790854157278e-46,0.018367346938775512,0.00010850966153332499,9,6,0.5111111111111111,"Weiskopf, D.",incoming
462,441,4,8.882418535345986e-138,0.0020408163265306124,0.0,1,7,1.0,"Guo, D.",outandin
463,1324,2,8.882418535345986e-138,0.0020408163265306124,0.0,1,7,1.0,"Zhu, X.",outandin
460,251,2,1.327573931232637e-26,0.01594043022614451,0.0,2,8,0.33986928104575165,"Dearden, J.",outandin
461,578,1,1.327573931232637e-26,0.01594043022614451,0.0,2,8,0.33986928104575165,"Jones, M.W.",incoming
295,1004,2,2.5332033993521534e-26,0.01843112244897959,0.0,4,8,0.33986928104575165,"Sansone, S.-A.",outandin
388,1003,2,2.5332033993521534e-26,0.01843112244897959,0.0,4,8,0.33986928104575165,"Sansone, S.",outandin
26,920,2,4.2794395640412926e-26,0.020337790288529202,0.0,5,8,0.33986928104575165,"Proctor, K.",outandin
27,555,2,4.2794395640412926e-26,0.020337790288529202,0.0,5,8,0.33986928104575165,"Janicke, H.",outandin
28,817,2,4.2794395640412926e-26,0.020337790288529202,0.0,5,8,0.33986928104575165,"Murray, T.",outandin
29,1160,2,4.2794395640412926e-26,0.020337790288529202,0.0,5,8,0.33986928104575165,"Thornton, I.M.",outandin
293,748,2,2.845892397192057e-26,0.01902567478604345,2.0867242602562497e-06,5,8,0.33986928104575165,"Maguire, E.",outandin
294,963,2,2.845892397192057e-26,0.01902567478604345,2.0867242602562497e-06,5,8,0.33986928104575165,"Rocca-Serra, P.",outandin
296,245,2,2.845892397192057e-26,0.01902567478604345,2.0867242602562497e-06,5,8,0.33986928104575165,"Davies, J.",outandin
226,1,2,5.659302481018606e-26,0.02106413994169096,0.0,6,8,0.33986928104575165,"Abdul-Rahman, A.",outandin
227,797,2,5.659302481018606e-26,0.02106413994169096,0.0,6,8,0.33986928104575165,"Mohamed, F.",outandin
228,419,2,5.659302481018606e-26,0.02106413994169096,0.0,6,8,0.33986928104575165,"Grant, P.W.",outandin
229,949,2,5.659302481018606e-26,0.02106413994169096,0.0,6,8,0.33986928104575165,"Reppa, I.",outandin
230,344,2,5.659302481018606e-26,0.02106413994169096,0.0,6,8,0.33986928104575165,"Floridi, L.",outandin
25,110,1,8.099994847134266e-26,0.02680890538033395,0.000333875881641,12,8,0.33986928104575165,"Borgo, R.",incoming
24,183,4,9.451489901220806e-26,0.03104189044038668,0.0005863695171320062,15,8,0.33986928104575165,"Chen, M.",outandin
337,1191,2,9.947171750436674e-67,0.006679035250463821,0.0,1,9,0.5714285714285714,"Vendettuoli, M.",outandin
30,1245,2,2.606416108419246e-66,0.008163265306122448,0.0,3,9,0.5714285714285714,"Wickham, H.",outandin
33,148,2,2.606416108419246e-66,0.008163265306122448,0.0,3,9,0.5714285714285714,"Buja, A.",outandin
258,348,2,2.606416108419246e-66,0.008163265306122448,0.0,3,9,0.5714285714285714,"Follett, L.",outandin
259,750,2,2.606416108419246e-66,0.008163265306122448,0.0,3,9,0.5714285714285714,"Majumder, M.",outandin
31,216,2,3.6713229086854207e-66,0.010495626822157433,1.6693794082049997e-05,5,9,0.5714285714285714,"Cook, D.",outandin
32,510,1,3.8745293500176145e-66,0.012244897959183673,5.842827928717499e-05,6,9,0.5714285714285714,"Hofmann, H.",incoming
34,327,2,2.177962687603559e-82,0.006122448979591836,0.0,3,10,1.0,"Feng, D.",outandin
35,657,2,2.177962687603559e-82,0.006122448979591836,0.0,3,10,1.0,"Kwock, L.",outandin
36,683,2,2.177962687603559e-82,0.006122448979591836,0.0,3,10,1.0,"Lee, Y.",outandin
37,1148,2,2.177962687603559e-82,0.006122448979591836,0.0,3,10,1.0,"Taylor, R.M.",outandin
96,1034,2,5.575920508360197e-33,0.01682429069188651,0.0,1,11,0.2545454545454545,"Segel, E.",outandin
39,12,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Agrawala, M.",outgoing
40,643,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Kong, N.",outandin
41,721,1,1.8625125706132758e-31,0.027591836734693877,0.001335503526564,2,11,0.2545454545454545,"Liu, Z.",
97,119,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Bostock, M.",outgoing
183,1038,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Selassie, D.",outandin
184,488,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Heller, B.",outandin
187,850,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Ogievetsky, V.",outandin
432,92,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Bernstein, M.S.",outandin
433,252,2,6.568052723283549e-33,0.017031997984378936,0.0,2,11,0.2545454545454545,"Demiralp, C.D.",outandin
38,482,1,3.6913366312348933e-32,0.024203365556749012,0.0015441759525896249,10,11,0.2545454545454545,"Heer, J.",
286,905,2,3.723025227052348e-31,0.020288115246098436,0.0,3,12,0.35,"Pileggi, H.",outandin
288,128,2,3.7230252270523485e-31,0.020288115246098436,0.0,3,12,0.35,"Boyle, J.M.",outandin
457,284,2,2.588874224352829e-31,0.020288115246098436,0.0,3,12,0.35,"Dove, A.",outandin
458,749,1,2.588874224352829e-31,0.020288115246098436,0.0,3,12,0.35,"Major, T.",incoming
459,994,2,2.588874224352829e-31,0.020288115246098436,0.0,3,12,0.35,"Sadana, R.",outandin
381,75,1,3.304005479188396e-31,0.020590922936338716,0.0,4,12,0.35,"Basole, R.C.",incoming
382,207,2,3.304005479188396e-31,0.020590922936338716,0.0,4,12,0.35,"Clear, T.",outandin
383,523,1,3.304005479188396e-31,0.020590922936338716,0.0,4,12,0.35,"Hu, M.",incoming
384,780,2,3.304005479188396e-31,0.020590922936338716,0.0,4,12,0.35,"Mehrotra, H.",outandin
425,346,2,7.985805788292856e-31,0.02122448979591837,0.0,6,12,0.35,"Foerster, F.",outandin
426,400,2,7.985805788292856e-31,0.02122448979591837,0.0,6,12,0.35,"Goel, A.",outandin
427,177,2,7.985805788292856e-31,0.02122448979591837,0.0,6,12,0.35,"Chau, D.H.",outandin
428,588,2,7.985805788292856e-31,0.02122448979591837,0.0,6,12,0.35,"Kahng, M.",outandin
429,713,2,7.985805788292856e-31,0.02122448979591837,0.0,6,12,0.35,"Lin, Z.",outandin
287,1103,2,8.962959996800095e-31,0.021898283122772918,4.1734485205125e-05,8,12,0.35,"Stolper, C.D.",outandin
42,1097,0,1.1960957606527956e-30,0.030657596371882083,0.00198656149576395,16,12,0.35,"Stasko, J.",
53,710,2,6.0644212466903215e-81,0.007142857142857143,0.0,2,13,0.39285714285714285,"Lin, S.",outandin
54,1247,2,3.9598570201788953e-81,0.006666666666666666,0.0,2,13,0.39285714285714285,"Wilkinson, L.",outgoing
56,241,2,3.9598570201788953e-81,0.006666666666666666,0.0,2,13,0.39285714285714285,"Dang, T.N.",outandin
206,393,2,6.0644212466903215e-81,0.007142857142857143,0.0,2,13,0.39285714285714285,"Gerth, J.",outandin
424,1043,1,6.283468135049595e-81,0.008333333333333333,0.0,2,13,0.39285714285714285,"Setlur, V.",incoming
51,462,1,7.551779262973684e-81,0.007692307692307692,4.173448520512499e-06,3,13,0.39285714285714285,"Hanrahan, P.",outgoing
55,32,1,8.225854668806091e-81,0.009999999999999998,8.346897041025e-05,4,13,0.39285714285714285,"Anand, A.",
52,1135,1,1.1110331135493326e-80,0.011111111111111112,0.00010433621301281248,5,13,0.39285714285714285,"Talbot, J.",
57,1310,4,1.477382086158093e-64,0.00816326530612245,0.0,4,14,1.0,"Zhang, E.",outandin
58,900,2,1.477382086158093e-64,0.00816326530612245,0.0,4,14,1.0,"Pham, T.",outandin
59,494,2,1.477382086158093e-64,0.00816326530612245,0.0,4,14,1.0,"Hess, R.",outandin
60,582,2,1.477382086158093e-64,0.00816326530612245,0.0,4,14,1.0,"Ju, C.",outandin
61,784,2,1.477382086158093e-64,0.00816326530612245,0.0,4,14,1.0,"Metoyer, R.",outandin
484,1329,2,8.882418535345986e-138,0.0020408163265306124,0.0,1,15,1.0,"de Jonge, E.",outandin
485,1152,2,8.882418535345986e-138,0.0020408163265306124,0.0,1,15,1.0,"Tennekes, M.",outandin
412,624,1,1.461822334793986e-37,0.010904968047825191,0.0,1,16,0.21014492753623187,"Kindlmann, G.",incoming
62,1180,2,9.443719380263073e-37,0.019278425655976678,0.0,2,16,0.21014492753623187,"Tuttle, C.",outandin
364,632,2,8.758669254509936e-37,0.013840920983778128,0.0,2,16,0.21014492753623187,"Klosowski, J.T.",outandin
365,1013,1,8.963640917334203e-37,0.014020673204346674,0.00018363173490254997,3,16,0.21014492753623187,"Scheidegger, C.",incoming
137,533,1,2.428406261398076e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Hurter, C.",
138,1149,1,2.428406261398076e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Telea, A.C.",
139,312,2,2.428406261398076e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Ersoy, O.",outandin
141,161,2,2.428406261398076e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Cantareiro, G.",outandin
150,575,2,4.881325362187238e-37,0.019628942486085342,0.0,4,16,0.21014492753623187,"Joia, P.",outandin
151,210,2,4.881325362187238e-37,0.019628942486085342,0.0,4,16,0.21014492753623187,"Coimbra, D.",outandin
152,235,2,4.881325362187238e-37,0.019628942486085342,0.0,4,16,0.21014492753623187,"Cuminato, J.A.",outandin
449,292,2,2.428406261398077e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Duarte, F.S.L.G.",outandin
450,316,2,2.428406261398077e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Fadel, S.G.",outandin
451,318,2,2.428406261398077e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Fatore, F.M.",outandin
452,1061,2,2.428406261398077e-37,0.016357452071737787,0.0,4,16,0.21014492753623187,"Sikansi, F.",outandin
63,838,2,1.2563442381782013e-36,0.02453617810760668,0.0011017904094153,6,16,0.21014492753623187,"Nonato, L.G.",outandin
195,332,1,4.225803831404694e-36,0.01769822683171629,0.0,6,16,0.21014492753623187,"Ferreira, N.",incoming
197,336,2,4.225803831404694e-36,0.01769822683171629,0.0,6,16,0.21014492753623187,"Fink, D.",outandin
198,607,2,4.225803831404694e-36,0.01769822683171629,0.0,6,16,0.21014492753623187,"Kelling, S.",outandin
199,1266,2,4.225803831404694e-36,0.01769822683171629,0.0,6,16,0.21014492753623187,"Wood, C.",outandin
200,363,2,4.225803831404694e-36,0.01769822683171629,0.0,6,16,0.21014492753623187,"Freire, J.",outandin
64,1062,2,4.53438062853775e-36,0.02297003907946157,0.0010517090271691498,8,16,0.21014492753623187,"Silva, C.",outandin
196,715,2,4.4742999241616386e-36,0.018613652357494723,0.0005008138224615,8,16,0.21014492753623187,"Lins, L.",outandin
140,881,2,7.605347058220236e-37,0.02297003907946157,0.0011351779975793997,12,16,0.21014492753623187,"Paulovich, F.V.",outgoing
146,1145,2,0.0006036384992658801,0.08612436523905337,0.0,2,17,0.20652173913043478,"Tatu, A.",outandin
216,653,2,0.0006036384992658801,0.08612436523905337,0.0,2,17,0.20652173913043478,"Krstajic, M.",outandin
231,788,2,0.0028896186235915222,0.0976809893286388,0.0,2,17,0.20652173913043478,"Micallef, L.",outandin
147,606,1,0.0006584879990674039,0.08620530919134571,4.173448520512499e-06,3,17,0.20652173913043478,"Keim, D.A.",outgoing
333,558,1,0.0025620222832626266,0.10317485824476023,0.0004639402304357855,3,17,0.20652173913043478,"Jansen, Y.",incoming
376,890,1,0.013468739007940773,0.10841897042504944,0.0002559715092581007,3,17,0.20652173913043478,"Perin, C.",incoming
406,124,1,0.0028523159304379413,0.09706079257099666,0.0,3,17,0.20652173913043478,"Boy, J.",incoming
407,948,2,0.0028523159304379413,0.09706079257099666,0.0,3,17,0.20652173913043478,"Rensink, R.A.",outandin
423,402,2,0.0035434216938526756,0.10506580639128504,0.0,3,17,0.20652173913043478,"Goffin, P.",outandin
68,56,2,0.004057117137190241,0.09809887591400197,0.0,4,17,0.20652173913043478,"Bae, J.",outandin
69,1226,2,0.004057117137190241,0.09809887591400197,0.0,4,17,0.20652173913043478,"Watson, B.",outandin
389,532,1,0.013242850439146178,0.11581117295403011,0.025687170042372195,4,17,0.20652173913043478,"Huron, S.",incoming
476,339,2,0.0025690540017119378,0.09544479602454926,0.0,4,17,0.20652173913043478,"Fischer, F.",outandin
477,369,2,0.0025690540017119378,0.09544479602454926,0.0,4,17,0.20652173913043478,"Fuchs, J.",outandin
478,751,2,0.0007681451124224683,0.08628640543705723,0.0,4,17,0.20652173913043478,"Manivannan, A.",outandin
479,843,2,0.0007681451124224683,0.08628640543705723,0.0,4,17,0.20652173913043478,"Nov, O.",outandin
480,868,2,0.0007681451124224683,0.08628640543705723,0.0,4,17,0.20652173913043478,"Pandey, A.V.",outandin
481,1008,2,0.0007681451124224683,0.08628640543705723,0.0,4,17,0.20652173913043478,"Satterthwaite, M",outandin
358,1249,1,0.005018230868189306,0.10727771810478579,4.4795014120167506e-05,5,17,0.20652173913043478,"Willett, W.",
66,286,1,0.008606698845748158,0.10984724428693633,0.014026490738647984,11,17,0.20652173913043478,"Dragicevic, P.",
67,96,1,0.007624138152627108,0.10893402491637987,0.0017917861113053305,11,17,0.20652173913043478,"Bezerianos, A.",
145,93,1,0.005381136222112535,0.10727771810478579,0.013202048567016648,14,17,0.20652173913043478,"Bertini, E.",incoming
65,324,1,0.02030513055741797,0.12311738118066018,0.05693786855299313,16,17,0.20652173913043478,"Fekete, J.-D.",
212,544,1,0.010129922239356246,0.12005556149161237,0.05971977912881879,16,17,0.20652173913043478,"Isenberg, P.",
70,1014,2,1.477382086158093e-64,0.00816326530612245,0.0,4,18,1.0,"Scheuermann, G.",outgoing
71,484,2,1.477382086158093e-64,0.00816326530612245,0.0,4,18,1.0,"Heine, C.",outgoing
72,1095,2,1.477382086158093e-64,0.00816326530612245,0.0,4,18,1.0,"Stadler, P.F.",outgoing
73,556,2,1.477382086158093e-64,0.00816326530612245,0.0,4,18,1.0,"Janicke, S.",outandin
74,489,2,1.477382086158093e-64,0.00816326530612245,0.0,4,18,1.0,"Hellmuth, M.",outandin
489,46,2,8.882418535345986e-138,0.0020408163265306124,0.0,1,19,1.0,"Armstrong, Z.",outandin
490,1227,2,8.882418535345986e-138,0.0020408163265306124,0.0,1,19,1.0,"Wattenberg, M.",outgoing
116,262,2,7.85105765492105e-05,0.07160222402778442,0.0,1,20,0.12660028449502134,"Diakopoulos, N.",outandin
202,1046,2,0.00015630813726293956,0.07165816326530612,0.0,2,20,0.12660028449502134,"Shah, P.",outandin
374,602,2,0.00027187610670972677,0.0827073480429142,0.0,2,20,0.12660028449502134,"Kazi, R.H.",outandin
375,1074,3,0.00027187610670972677,0.0827073480429142,0.0,2,20,0.12660028449502134,"Smith, G.",outgoing
466,1308,2,9.028896185223648e-05,0.07177030436587781,0.0,2,20,0.12660028449502134,"Zeleznik, R.",outandin
467,1309,2,9.028896185223648e-05,0.07177030436587781,0.0,2,20,0.12660028449502134,"Zgraggen, E.",outandin
76,298,1,0.0003498205857548216,0.08453681933602934,0.0,3,20,0.12660028449502134,"Dwyer, T.",
93,1251,2,0.0005145026271238788,0.08957270408163266,0.0,3,20,0.12660028449502134,"Williamson, C.",outgoing
95,433,2,0.0005145026271238788,0.08957270408163266,0.0,3,20,0.12660028449502134,"Gruen, D.",outandin
99,331,2,0.00017875584088306712,0.0718265066402442,0.0,3,20,0.12660028449502134,"Fernandez, R.",outgoing
101,981,2,0.00017875584088306712,0.0718265066402442,0.0,3,20,0.12660028449502134,"Ruble, S.",outandin
110,596,2,0.0009016168509068751,0.09330869682562751,0.0,3,20,0.12660028449502134,"Karlson, A.K.",outandin
