,source,target,type
160,110,419,outandin
161,110,949,outandin
162,110,344,outandin
163,110,251,outandin
164,110,578,incoming
165,920,555,outandin
166,920,817,outandin
167,920,1160,outandin
168,555,817,outandin
169,555,1160,outandin
170,817,1160,outandin
171,1245,216,outandin
172,1245,510,outandin
173,1245,148,outandin
174,216,510,outandin
175,216,148,outandin
176,216,348,outandin
177,216,750,outandin
178,510,148,outandin
179,510,348,outandin
180,510,750,outandin
181,510,1191,outandin
182,327,657,outandin
183,327,683,outandin
184,327,1148,outandin
185,657,683,outandin
186,657,1148,outandin
187,683,1148,outandin
188,482,12,outgoing
189,482,643,outandin
190,482,1034,outandin
191,482,119,outgoing
192,482,1038,outandin
193,482,488,outandin
194,482,850,outandin
195,482,92,outandin
196,482,252,outandin
197,482,721,outandin
198,12,643,outandin
199,721,1097,outgoing
200,1097,905,outandin
201,1097,1103,outandin
202,1097,128,outandin
203,1097,75,outandin
204,1097,207,outandin
205,1097,523,incoming
206,1097,780,outandin
207,1097,346,outandin
208,1097,400,outandin
209,1097,177,outandin
210,1097,588,outandin
211,1097,713,outandin
212,1097,284,outandin
213,1097,749,outandin
214,1097,994,outandin
215,1326,648,outgoing
216,1326,407,outandin
217,1326,568,outandin
218,1326,443,outandin
219,648,243,outandin
220,697,1110,incoming
221,697,875,outandin
222,697,598,outandin
223,697,1016,outandin
224,697,1026,outandin
225,697,1099,outandin
226,697,1208,outandin
227,697,421,outandin
228,697,590,outandin
229,697,1225,outandin
230,697,386,outandin
231,697,1112,incoming
232,697,1205,outandin
233,1110,875,outandin
234,1110,598,outandin
235,1110,1016,outandin
236,1110,1026,outandin
237,1110,1099,outandin
238,1110,1208,outandin
239,1110,421,outandin
240,1110,590,outandin
241,1110,1225,outandin
242,1110,386,outandin
243,875,598,outandin
244,875,1016,outandin
245,875,1026,outandin
246,875,421,outandin
247,875,590,outandin
248,875,1225,outandin
249,598,1016,outandin
250,1016,1026,outandin
251,1016,1099,outandin
252,1016,1208,outandin
253,1016,421,outandin
254,1016,590,outandin
255,1016,1225,outandin
256,462,1135,outgoing
257,462,710,outandin
258,462,393,outandin
259,1135,710,outandin
260,1135,393,outandin
261,1135,32,incoming
262,1135,1043,outandin
263,1247,32,outgoing
264,1247,241,outandin
265,32,241,outandin
266,32,1043,outandin
267,1310,900,outandin
268,1310,494,outandin
269,1310,582,outandin
270,1310,784,outandin
271,900,494,outandin
272,900,582,outandin
273,900,784,outandin
274,494,582,outandin
275,494,784,outandin
276,582,784,outandin
277,1180,838,outandin
278,1180,1062,outandin
279,838,1062,outandin
280,838,575,outandin
281,838,210,outandin
282,838,235,outandin
283,838,881,outandin
284,1062,332,outandin
285,1062,715,outandin
286,1062,336,outandin
287,1062,607,outandin
288,1062,1266,outandin
289,1062,363,outandin
290,324,286,
291,324,96,outgoing
292,324,56,outandin
293,324,1226,outandin
294,324,544,outandin
295,324,788,outandin
296,324,123,outandin
297,324,545,outandin
298,324,1249,outandin
299,324,890,incoming
300,324,1205,outandin
301,324,532,outandin
302,324,93,outandin
303,324,124,incoming
304,324,948,outandin
305,324,402,outandin
306,286,96,incoming
307,286,56,outandin
308,286,1226,outandin
309,286,544,outandin
310,286,788,outandin
311,286,558,incoming
312,286,1249,incoming
313,286,890,incoming
314,286,188,outandin
315,286,357,outandin
316,96,56,outandin
317,96,1226,outandin
318,96,544,incoming
319,96,123,outandin
320,96,545,outandin
321,96,1249,outandin
322,96,93,outandin
323,96,339,outandin
324,96,369,outandin
325,56,1226,outandin
326,1014,484,outgoing
327,1014,1095,outgoing
328,1014,556,outandin
329,1014,489,outandin
330,484,1095,outgoing
331,484,556,outandin
332,484,489,outandin
333,1095,556,outandin
334,1095,489,outandin
335,556,489,outandin
336,492,298,incoming
337,492,680,incoming
338,492,167,outandin
339,492,596,outandin
340,492,1212,outandin
341,492,1192,outandin
342,492,320,outandin
343,492,25,outandin
344,492,932,outandin
345,492,237,outandin
346,492,544,outandin
347,492,280,outandin
348,492,295,outandin
349,492,573,outandin
350,492,7,outandin
351,492,291,incoming
352,492,340,outandin
353,492,530,outandin
354,492,755,incoming
355,492,778,outandin
356,298,755,
357,298,778,outandin
358,193,773,outandin
359,193,583,outandin
360,193,1197,outandin
361,773,583,outgoing
362,773,1197,outandin
363,773,983,outandin
364,773,538,outandin
365,773,693,outandin
366,583,1197,outandin
367,719,1232,outandin
368,719,926,outandin
369,719,1319,outandin
370,719,234,outandin
371,719,1279,outandin
372,719,48,outandin
373,719,412,outandin
374,719,162,outandin
375,719,1123,outandin
376,719,712,outandin
377,719,1137,outandin
378,719,1053,outandin
379,719,1081,outandin
380,719,381,outandin
381,719,1168,outandin
382,719,1290,outandin
383,719,185,outandin
384,719,711,outandin
385,719,1124,outandin
386,719,674,outandin
387,719,718,outandin
388,719,720,outandin
389,719,1231,outandin
390,719,1233,outandin
391,719,1280,outandin
392,1232,926,outandin
393,1232,1319,outandin
394,1232,234,outandin
395,1232,1279,outandin
396,1232,48,outandin
397,926,1319,outgoing
398,926,234,
399,926,1279,incoming
400,926,48,outandin
401,926,412,outandin
402,926,162,incoming
403,926,1123,outandin
404,926,712,outandin
405,926,1137,outandin
406,926,1053,outandin
407,926,1081,outandin
408,926,381,outandin
409,926,1168,outandin
410,926,1290,outandin
411,926,185,outandin
412,926,711,outandin
413,926,1124,outandin
414,926,674,outandin
415,1319,234,outgoing
416,1319,1279,outandin
417,1319,48,outandin
418,234,1279,incoming
419,234,48,outandin
420,234,1137,outandin
421,234,1053,outandin
422,234,1081,outandin
423,234,381,outandin
424,234,1168,outandin
425,234,1290,outandin
426,234,185,outandin
427,234,1233,outandin
428,234,1280,outandin
429,1279,48,outandin
430,1279,740,outandin
431,1279,1306,outandin
432,1279,718,outandin
433,1279,720,outandin
434,1279,1231,outandin
435,78,1036,outandin
436,78,1033,outandin
437,78,111,outandin
438,1036,1033,outandin
439,1036,111,outandin
440,1033,111,outandin
441,1033,358,outandin
442,1033,155,outandin
443,1033,143,outandin
444,1033,486,outandin
445,1033,818,outandin
446,1033,907,outandin
447,167,1251,outgoing
448,167,280,outgoing
449,167,433,outandin
450,167,680,outandin
451,167,596,outandin
452,167,1212,incoming
453,167,1192,outandin
454,167,320,outandin
455,167,544,outgoing
456,167,573,outandin
457,167,532,incoming
458,167,558,outandin
459,1251,280,outgoing
460,1251,433,outandin
461,280,433,outandin
462,280,932,outandin
463,280,295,outandin
464,119,850,outandin
465,340,331,outgoing
466,340,291,incoming
467,340,981,outandin
468,340,7,outandin
469,340,530,outandin
470,340,680,outgoing
471,331,291,outandin
472,331,981,outandin
473,291,981,outandin
474,291,7,outandin
475,291,530,outandin
476,291,680,outandin
477,291,1308,outandin
478,291,1309,outandin
479,351,511,outandin
480,351,684,outandin
481,351,25,outandin
482,351,655,outandin
483,511,684,outandin
484,511,25,outandin
485,511,655,outandin
486,511,946,outandin
487,511,1307,outandin
488,412,162,outandin
489,412,1123,outandin
490,412,712,outandin
491,412,1264,outandin
492,162,1123,outandin
493,162,712,outandin
494,162,711,outandin
495,162,1124,outandin
496,162,674,outandin
497,1123,712,outandin
498,680,596,outandin
499,680,1041,outgoing
500,680,617,outgoing
501,680,638,outandin
502,680,544,
503,680,1212,outandin
504,680,573,outandin
505,680,7,outandin
506,680,530,outandin
507,680,602,outandin
508,680,1074,outgoing
509,1041,617,outgoing
510,1041,638,outandin
511,1041,529,outandin
512,1041,570,outandin
513,1041,873,outandin
514,617,638,outandin
515,617,529,outandin
516,617,570,outandin
517,617,873,outandin
518,530,262,outandin
519,530,7,outandin
520,530,1046,outandin
521,918,133,outandin
522,918,168,outandin
523,918,982,outandin
524,133,168,outandin
525,133,982,outandin
526,168,982,outandin
527,1212,1192,outandin
528,1212,320,outandin
529,1212,573,outandin
530,1192,320,outandin
531,1026,450,outandin
532,1026,1028,outandin
533,1026,487,outandin
534,1026,837,outandin
535,413,1313,outandin
536,1313,1307,outandin
537,1313,178,outandin
538,1313,524,outandin
539,1137,1053,outandin
540,1137,1081,outandin
541,1137,381,outandin
542,1137,1168,outandin
543,1053,1081,outandin
544,1053,381,outandin
545,1053,1168,outandin
546,1053,1290,outandin
547,1053,185,outandin
548,1081,381,outandin
549,1081,1168,outandin
550,381,1168,outandin
551,19,731,outandin
552,19,747,outandin
553,731,747,outandin
554,25,655,outandin
555,25,932,outandin
556,25,237,outandin
557,533,1149,incoming
558,533,312,outandin
559,533,881,outandin
560,533,161,outandin
561,1149,312,outandin
562,1149,881,outandin
563,1149,161,outandin
564,312,881,outandin
565,312,161,outandin
566,881,161,outandin
567,881,575,outandin
568,881,210,outandin
569,881,235,outandin
570,881,292,outandin
571,881,316,outandin
572,881,318,outandin
573,881,1061,outandin
574,17,259,outandin
575,17,397,outandin
576,259,397,outandin
577,397,220,outandin
578,397,357,outandin
579,397,842,outandin
580,93,1145,outandin
581,93,606,outandin
582,93,653,outandin
583,93,124,outandin
584,93,948,outandin
585,93,339,outandin
586,93,369,outandin
587,93,544,outandin
588,93,751,outandin
589,93,843,outandin
590,93,868,outandin
591,93,1008,outandin
592,1145,606,outandin
593,606,653,outandin
594,1237,1190,outandin
595,1237,642,outandin
596,1237,485,outandin
597,1237,506,outandin
598,1237,943,outandin
599,1237,823,incoming
600,1190,943,outandin
601,575,210,outandin
602,575,235,outandin
603,210,235,outandin
604,450,1028,outandin
605,1028,1165,outandin
606,1028,35,outandin
607,1028,36,outandin
608,1028,487,outandin
609,1028,837,outandin
610,863,343,outandin
611,863,884,outandin
612,863,1150,outandin
613,863,792,outandin
614,343,884,outandin
615,343,1150,outandin
616,343,792,outandin
617,884,1150,outandin
618,884,792,outandin
619,1150,792,outandin
620,1221,190,outandin
621,1336,203,outandin
622,1336,1012,incoming
623,1336,1248,outandin
624,1336,1337,incoming
625,1336,35,outandin
626,1336,36,outandin
627,1336,270,outandin
628,1336,1241,outandin
629,1336,1339,outandin
630,1336,1338,outandin
631,965,73,outandin
632,1315,188,outandin
633,1315,904,outandin
634,1315,62,outandin
635,1315,212,outandin
636,188,904,outandin
637,188,62,outandin
638,188,212,outandin
639,188,375,outandin
640,188,1205,outandin
641,188,357,outandin
642,904,62,outandin
643,62,212,outandin
644,642,485,outandin
645,642,506,outandin
646,485,506,outandin
647,113,374,outandin
648,113,895,outandin
649,113,794,outandin
650,113,783,outandin
651,113,991,outandin
652,113,325,outandin
653,113,127,outandin
654,113,745,outandin
655,113,1039,outandin
656,113,1300,incoming
657,113,156,incoming
658,113,546,outandin
659,113,852,incoming
660,113,1126,outandin
661,113,1202,outandin
662,374,895,outandin
663,374,794,outandin
664,374,783,outandin
665,374,991,outandin
666,374,325,outandin
667,374,127,outandin
668,374,745,outandin
669,374,1039,outandin
670,374,1300,outandin
671,895,794,outandin
672,895,783,outandin
673,895,991,outandin
674,895,325,outandin
675,794,783,outandin
676,794,991,outandin
677,794,325,outandin
678,783,991,outandin
679,783,325,outandin
680,991,325,outandin
681,474,1042,outandin
682,474,337,outandin
683,474,1024,outandin
684,474,1088,outandin
685,474,1260,outandin
686,1038,488,outandin
687,932,237,outandin
688,932,295,outandin
689,1099,1208,outandin
690,1012,1248,outandin
691,1012,1337,incoming
692,1012,35,outandin
693,1012,36,outandin
694,1248,1337,outandin
695,1248,35,outandin
696,1248,36,outandin
697,1337,35,outandin
698,1337,36,outandin
699,35,36,outandin
700,35,1165,outandin
701,36,1165,outandin
702,332,715,outandin
703,332,336,outandin
704,332,607,outandin
705,332,1266,outandin
706,332,363,outandin
707,715,336,outandin
708,715,607,outandin
709,715,1266,outandin
710,715,363,outandin
711,715,632,outandin
712,715,1013,outandin
713,336,607,outandin
714,336,1266,outandin
715,336,363,outandin
716,607,1266,outandin
717,607,363,outandin
718,1266,363,outandin
719,7,1046,outandin
720,131,830,outandin
721,131,1327,outandin
722,131,258,incoming
723,131,1112,outandin
724,131,836,incoming
725,389,886,outandin
726,389,673,outandin
727,389,960,outandin
728,389,1210,outandin
729,886,673,outandin
730,886,960,outandin
731,886,1210,outandin
732,673,960,outandin
733,673,1210,outandin
734,960,1210,outandin
735,544,123,outandin
736,544,545,outandin
737,544,1249,outandin
738,544,402,outandin
739,544,339,outandin
740,544,369,outandin
741,1178,334,outandin
742,1178,476,outandin
743,1178,735,outandin
744,1178,736,outandin
745,334,476,outandin
746,476,735,outandin
747,476,736,outandin
748,476,15,outandin
749,476,27,outandin
750,476,789,outandin
751,1289,971,outandin
752,1289,877,outandin
753,1289,456,outandin
754,1289,828,outandin
755,971,877,outandin
756,971,456,outandin
757,971,828,outandin
758,877,456,outandin
759,877,828,outandin
760,456,828,outandin
761,337,1024,outandin
762,337,1088,outandin
763,337,1260,outandin
764,1024,1088,outandin
765,1024,1260,outandin
766,1088,1260,outandin
767,1,797,outandin
768,1,419,outandin
769,1,949,outandin
770,1,344,outandin
771,797,419,outandin
772,797,949,outandin
773,797,344,outandin
774,419,949,outandin
775,419,344,outandin
776,949,344,outandin
777,77,140,outandin
778,906,426,outandin
779,906,1183,outandin
780,426,1183,outandin
781,270,1241,outandin
782,740,1139,outandin
783,740,739,outandin
784,740,706,outandin
785,740,359,outandin
786,740,1306,outandin
787,407,568,outandin
788,407,443,outandin
789,568,443,outandin
790,621,278,outandin
791,621,1285,outandin
792,621,1184,outandin
793,621,1302,outandin
794,278,1285,outandin
795,278,1184,outandin
796,278,1302,outandin
797,1285,1184,outandin
798,1285,1302,outandin
799,1184,1302,outandin
800,123,545,outandin
801,1188,1166,outandin
802,1188,1255,outandin
803,1188,199,outandin
804,1188,423,outandin
805,1166,1255,outandin
806,1166,199,outandin
807,1166,423,outandin
808,1255,199,outandin
809,1255,423,outandin
810,199,423,outandin
811,212,641,outandin
812,348,750,outandin
813,468,1243,outandin
814,1307,178,outandin
815,1307,524,outandin
816,1307,440,outandin
817,1307,946,outandin
818,1307,1222,outandin
819,178,524,outandin
820,524,911,outandin
821,524,1294,outandin
822,524,1318,outandin
823,1165,354,outandin
824,1165,571,outandin
825,354,571,incoming
826,1327,258,outandin
827,1327,1112,outandin
828,258,1112,outgoing
829,1112,16,outandin
830,1112,95,outandin
831,1112,451,outandin
832,1112,599,outandin
833,1112,707,outandin
834,1112,386,outandin
835,1112,1205,outandin
836,739,706,outandin
837,739,359,outandin
838,706,359,outandin
839,755,923,outandin
840,755,1282,
841,755,408,outandin
842,755,778,outandin
843,923,1282,outandin
844,923,408,outandin
845,1282,408,outandin
846,1290,185,outandin
847,358,155,outandin
848,155,613,outandin
849,155,1011,outandin
850,155,1116,outandin
851,155,1130,outandin
852,735,736,outandin
853,905,1103,outandin
854,905,128,outandin
855,1103,128,outandin
856,1103,346,outandin
857,1103,400,outandin
858,1103,177,outandin
859,1103,588,outandin
860,1103,713,outandin
861,9,742,outandin
862,9,554,outandin
863,9,301,outandin
864,742,554,outandin
865,742,301,outandin
866,554,301,outandin
867,748,963,outandin
868,748,1004,outandin
869,748,245,outandin
870,748,1003,outandin
871,963,1004,outandin
872,963,245,outandin
873,963,1003,outandin
874,1004,245,outandin
875,245,1003,outandin
876,107,515,outandin
877,107,902,outandin
878,107,263,outandin
879,107,314,outandin
880,107,1050,outandin
881,515,902,outandin
882,515,263,outandin
883,515,314,outandin
884,515,1050,outandin
885,902,263,outandin
886,902,314,outandin
887,902,1050,outandin
888,263,314,outandin
889,263,1050,outandin
890,314,1050,outandin
891,741,977,outandin
892,741,846,outandin
893,741,698,outandin
894,741,1128,outandin
895,741,373,outandin
896,977,846,outandin
897,977,698,outandin
898,977,1128,outandin
899,977,373,outandin
900,846,698,outandin
901,846,1128,outandin
902,846,373,outandin
903,698,1128,outandin
904,698,373,outandin
905,1128,373,outandin
906,668,695,outandin
907,668,98,outandin
908,668,543,outandin
909,668,376,outandin
910,668,1027,outandin
911,668,669,outandin
912,668,136,outandin
913,668,876,outandin
914,695,98,outandin
915,695,543,outandin
916,695,376,outandin
917,695,1027,outandin
918,695,669,outandin
919,695,136,outandin
920,695,876,outandin
921,98,543,outandin
922,98,376,outandin
923,98,1027,outandin
924,98,669,outandin
925,98,136,outandin
926,98,876,outandin
927,98,457,outandin
928,98,585,outandin
929,543,376,outandin
930,543,1027,outandin
931,543,669,outandin
932,543,136,outandin
933,543,876,outandin
934,543,457,outandin
935,543,585,outandin
936,376,1027,outandin
937,376,669,outandin
938,376,136,outandin
939,376,876,outandin
940,376,457,outandin
941,376,585,outandin
942,1027,669,outandin
943,1027,136,outandin
944,1027,876,outandin
945,1027,457,outandin
946,1027,585,outandin
947,669,136,outandin
948,669,876,outandin
949,136,876,incoming
950,136,457,outandin
951,136,585,outandin
952,1172,951,outandin
953,1172,1332,outandin
954,951,1332,outgoing
955,711,1124,outandin
956,711,674,outandin
957,1124,674,outandin
958,487,837,outandin
959,89,435,outandin
960,89,605,outandin
961,89,907,outgoing
962,435,605,outandin
963,435,907,outandin
964,605,907,outandin
965,907,143,outandin
966,907,486,outandin
967,907,818,incoming
968,135,539,outandin
969,135,1108,outandin
970,558,532,outandin
971,61,595,outandin
972,61,791,outandin
973,595,791,outandin
974,267,285,outandin
975,267,294,outandin
976,267,409,outandin
977,267,579,outandin
978,267,586,outandin
979,285,294,outandin
980,285,409,outandin
981,285,579,outandin
982,285,586,outandin
983,294,409,outandin
984,294,579,outandin
985,294,586,outandin
986,409,579,incoming
987,409,586,outandin
988,579,586,outandin
989,440,946,outandin
990,440,1222,outandin
991,946,1222,outandin
992,421,590,outandin
993,421,1225,outandin
994,421,386,outandin
995,590,1225,outandin
996,127,745,outandin
997,127,1039,outandin
998,127,1300,outandin
999,745,1039,outandin
1000,745,1300,outandin
1001,1039,1300,outandin
1002,538,693,outandin
1003,1249,402,outandin
1004,516,552,outandin
1005,516,634,outandin
1006,516,995,outandin
1007,552,634,outandin
1008,552,995,outandin
1009,634,995,outandin
1010,386,1205,outandin
1011,632,1013,outandin
1012,1013,624,incoming
1013,685,1154,incoming
1014,220,357,outandin
1015,220,842,outandin
1016,357,842,outandin
1017,357,176,outandin
1018,357,470,outandin
1019,357,1293,outandin
1020,15,27,outandin
1021,15,789,outandin
1022,27,789,outandin
1023,602,1074,outandin
1024,890,1205,outandin
1025,1205,375,outandin
1026,1205,532,outandin
1027,718,720,outandin
1028,718,1231,outandin
1029,720,1231,outandin
1030,75,207,outandin
1031,75,523,outandin
1032,75,780,outandin
1033,207,523,outandin
1034,207,780,outandin
1035,523,780,outandin
1036,333,834,outandin
1037,525,1132,outandin
1038,437,860,outandin
1039,437,909,outandin
1040,437,1056,outandin
1041,860,909,outandin
1042,860,1056,outandin
1043,909,1056,outgoing
1044,378,769,outandin
1045,378,1001,outandin
1046,378,1045,outandin
1047,769,1001,outandin
1048,769,1045,outandin
1049,1001,1045,outandin
1050,156,546,outandin
1051,156,852,incoming
1052,156,1126,outandin
1053,156,1202,outandin
1054,546,852,outandin
1055,546,1126,outandin
1056,546,1202,outandin
1057,852,1126,outandin
1058,852,1202,outandin
1059,1126,1202,outandin
1060,124,948,outandin
1061,613,1011,outandin
1062,613,1116,outandin
1063,613,1130,outandin
1064,1011,1116,outandin
1065,1011,1130,outandin
1066,1116,1130,outandin
1067,980,1002,incoming
1068,457,585,outandin
1069,13,768,outandin
1070,13,774,outandin
1071,768,774,outandin
1072,346,400,outandin
1073,346,177,outandin
1074,346,588,outandin
1075,346,713,outandin
1076,400,177,outandin
1077,400,588,outandin
1078,400,713,outandin
1079,177,588,outandin
1080,177,713,outandin
1081,588,713,outandin
1082,1233,1280,outandin
1083,92,252,outandin
1084,529,570,outandin
1085,529,873,outandin
1086,570,873,outandin
1087,52,858,outandin
1088,52,865,outandin
1089,52,1035,outandin
1090,52,1236,outandin
1091,858,865,outandin
1092,858,1035,outandin
1093,858,1236,outandin
1094,865,1035,outandin
1095,865,1236,outandin
1096,1035,1236,outandin
1097,16,95,outandin
1098,16,451,outandin
1099,16,599,outandin
1100,16,707,outandin
1101,95,451,outandin
1102,95,599,outandin
1103,95,707,outandin
1104,451,599,outandin
1105,451,707,outandin
1106,599,707,outandin
1107,292,316,outandin
1108,292,318,outandin
1109,292,1061,outandin
1110,316,318,outandin
1111,316,1061,outandin
1112,318,1061,outandin
1113,114,635,outandin
1114,114,1000,outandin
1115,114,1064,outandin
1116,635,1000,outandin
1117,635,1064,outandin
1118,1000,1064,outandin
1119,284,749,outandin
1120,284,994,outandin
1121,749,994,outandin
1122,251,578,outandin
1123,441,1324,outandin
1124,539,1108,outandin
1125,1308,1309,outandin
1126,176,470,incoming
1127,176,1293,outandin
1128,470,1293,outandin
1129,941,1333,outandin
1130,911,1294,outandin
1131,911,1318,outandin
1132,1294,1318,outandin
1133,339,369,outandin
1134,751,843,outandin
1135,751,868,outandin
1136,751,1008,outandin
1137,843,868,outandin
1138,843,1008,outandin
1139,868,1008,outandin
1140,416,1015,incoming
1141,1329,1152,outandin
1142,143,486,outandin
1143,143,818,outandin
1144,486,818,outandin
1145,46,1227,outandin
