,node,x_pos,y_pos
0,0,0.5447525625660641,0.7579185466233216
1,1,0.10358362684418712,0.9905733611517196
2,2,0.38084157674690594,0.7544531069599796
3,3,-0.7409513314050039,-0.6157822489360953
4,4,-0.5543750236135929,-0.7087104625919137
5,5,-0.36304747106793517,-0.8579643174563197
6,6,-0.6865788321371818,0.5960557663852324
7,7,0.7938346860057032,-0.68155179819423
8,8,0.5956197140670313,-0.8213233404741435
9,9,0.9150217484913327,0.2898378164324485
10,10,0.8212777369458879,0.6547797218559973
11,11,-1.0,-0.030655678512880844
12,12,0.621605535110144,-0.6849881511997835
13,13,-0.1039411651726118,-0.893801145355116
14,14,-0.5321508875845793,0.7907471046652678
15,15,-0.9712847701996884,0.29180897303065717
16,16,0.9377696916823912,-0.018588870152635373
17,17,0.22672674155702519,0.8894411643069197
18,18,-0.9365195842251841,0.14840574696055936
19,19,0.40093341419658596,0.9341306008483067
20,20,-0.9346718814273756,-0.36609896887512383
21,21,-0.7754618064295313,-0.7697932190972835
22,22,0.4734651489118977,-0.9442599016556057
23,23,0.17968605138415356,-0.9409640716600166
24,24,0.8878411552939094,0.4800862333057927
25,25,0.7780296415095576,-0.43970402095987
26,26,-0.023243914804779036,0.9137378100732518
27,27,0.7534879052733484,0.3751741180305128
28,28,0.03882319168930067,-0.9288521784748074
29,29,0.9329416168495158,-0.3030903163961564
30,30,-0.8531143770938858,0.5546430204202178
31,31,0.9854742254163911,-0.14496057516425526
32,32,-0.7932682520372414,-0.45580557786208736
33,33,-0.21260376896014166,-0.9617733160585088
34,34,-0.4375918242140334,0.9230259944000975
35,35,-0.8555879731607327,0.39988119092592656
36,36,-0.3013664016369641,0.8842038561609571
37,37,-0.9143782695364394,-0.21839287626750917
38,38,-0.1629078182791162,0.9525958042322937
39,39,-0.859454076683253,-0.03935179006989988
40,40,0.9193921684587961,0.127712496412375
41,41,-0.6961301326973599,0.7467400555535959
42,42,0.681298395448024,0.7093474683389753
43,43,0.3261151557000006,-0.927815238793028
44,44,-0.4827914369525933,-0.9101272950779082
45,45,0.8928993091710697,-0.5009445977892268
