node,volatility,eign,closeness,betwness,centrality,community,density,name,type
167,0,2.327749185134053e-15,0.01827485380116959,0.0,2,21,0.6,"Carpendale, S.",
224,1,2.327749185134053e-15,0.01827485380116959,0.0,2,21,0.6,"Cowperthwaite, D.J.",outgoing
1106,3,4.172530484164853e-15,0.020885547201336674,0.0,3,21,0.6,"Storey, M.",outgoing
1261,1,4.172530484164853e-15,0.020885547201336674,0.0,3,21,0.6,"Wong, K.",outgoing
814,1,4.172530484164853e-15,0.020885547201336674,0.0,3,21,0.6,"Muller, H.A.",outgoing
356,1,5.2649083333360384e-15,0.029239766081871343,0.000412796697626419,5,21,0.6,"Fracchia, F.D.",outgoing
1263,1,2.4074496269118593e-05,0.03248862897985705,0.0,2,9,0.5272727272727272,"Wong, P.C.",
495,1,2.874159235815258e-05,0.03439972480220158,0.0,3,9,0.5272727272727272,"Hetzler, E.",
757,1,2.874159235815258e-05,0.03439972480220158,0.0,3,9,0.5272727272727272,"Martucci, L.",outgoing
1244,1,3.210472909309684e-05,0.03654970760233918,6.879944960440316e-05,4,9,0.5272727272727272,"Whitney, P.",outgoing
231,3,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Crow, V.",outgoing
1258,1,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Wise, J.A.",outgoing
888,1,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Pennock, K.",outgoing
672,1,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Lantrip, D.",outgoing
915,1,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Pottier, M.",outgoing
1029,1,0.00010027604147467204,0.04177109440267335,0.0,6,9,0.5272727272727272,"Schur, A.",outgoing
1159,1,0.00011615434781364034,0.05847953216374269,0.0017199862401100791,10,9,0.5272727272727272,"Thomas, J.",
225,1,0.002190009828209776,0.0316105579263474,0.0,1,27,0.2619047619047619,"Cox, K.C.",outgoing
304,1,0.016456192847872628,0.04253056884635832,0.00130718954248366,2,27,0.2619047619047619,"Eick, S.G.",
498,1,0.04994194361083932,0.0449842555105713,0.0,2,27,0.2619047619047619,"Higgins, M.",outgoing
1032,1,0.04994194361083932,0.0449842555105713,0.0,2,27,0.2619047619047619,"Sean, J.",outgoing
764,1,0.11953248063428447,0.05847953216374269,0.0,3,27,0.2619047619047619,"Mattis, J.",outgoing
469,1,0.08377479438737022,0.0556947925368978,0.0,3,27,0.2619047619047619,"Harrison, J.",outgoing
802,1,0.08377479438737022,0.0556947925368978,0.0,3,27,0.2619047619047619,"Moore, A.",outgoing
201,1,0.12146527224326868,0.06155740227762388,0.002476780185758514,4,27,0.2619047619047619,"Chuah, M.C.",outgoing
255,1,0.12566543660190435,0.057053202110968475,6.879944960440316e-05,4,27,0.2619047619047619,"Derthick, M.",
610,1,0.09305308582726689,0.057053202110968475,0.0,4,27,0.2619047619047619,"Kerpedjiev, S.",outgoing
165,1,0.09305308582726689,0.057053202110968475,0.0,4,27,0.2619047619047619,"Carenini, G.",outgoing
424,1,0.09305308582726689,0.057053202110968475,0.0,4,27,0.2619047619047619,"Green, N.",outgoing
803,1,0.09305308582726689,0.057053202110968475,0.0,4,27,0.2619047619047619,"Moore, J.",outgoing
1040,1,0.31360085396185156,0.0649772579597141,0.0,7,27,0.2619047619047619,"Senn, J.A.",outgoing
406,1,0.31360085396185156,0.0649772579597141,0.0,7,27,0.2619047619047619,"Gomberg, C.C.",outgoing
150,1,0.31360085396185156,0.0649772579597141,0.0,7,27,0.2619047619047619,"Burks, M.B.",outgoing
1113,1,0.31360085396185156,0.0649772579597141,0.0,7,27,0.2619047619047619,"Stroffolino, P.J.",outgoing
296,1,0.31360085396185156,0.0649772579597141,0.0,7,27,0.2619047619047619,"Dunmire, C.",outgoing
733,1,0.325332287889431,0.06879944960440317,0.002476780185758514,9,27,0.2619047619047619,"Lucas, P.",outgoing
639,1,0.3566657075704745,0.07545746085644217,0.0015135878912968695,10,27,0.2619047619047619,"Kolojejchick, J.",outgoing
978,1,0.4200611321882295,0.0935672514619883,0.0076367389060887515,16,27,0.2619047619047619,"Roth, S.F.",outgoing
