,source,target,type
114,167,924,incoming
115,167,1281,incoming
116,167,1212,
117,532,1161,incoming
118,532,890,incoming
119,532,924,incoming
120,532,1212,incoming
121,532,1281,incoming
122,108,321,incoming
123,108,436,incoming
124,108,789,incoming
125,321,436,incoming
126,321,789,incoming
127,436,789,incoming
128,27,115,incoming
129,27,121,incoming
130,27,697,incoming
131,27,896,incoming
132,27,899,incoming
133,27,1112,incoming
134,27,947,incoming
135,115,121,incoming
136,115,697,incoming
137,115,896,incoming
138,115,899,incoming
139,115,1112,incoming
140,115,270,incoming
141,115,388,incoming
142,115,940,incoming
143,121,697,incoming
144,121,896,incoming
145,121,899,incoming
146,121,1112,incoming
147,697,896,incoming
148,697,899,
149,697,1112,
150,697,835,incoming
151,697,1110,
152,896,899,incoming
153,896,1112,incoming
154,899,1112,
155,899,202,incoming
156,899,848,incoming
157,899,1020,incoming
158,899,58,incoming
159,899,112,incoming
160,899,113,
161,899,156,
162,899,852,
163,899,1273,incoming
164,899,1300,
165,899,270,incoming
166,899,388,incoming
167,899,940,incoming
168,899,279,incoming
169,899,619,incoming
170,899,703,incoming
171,899,721,incoming
172,899,913,incoming
173,899,1031,incoming
174,899,361,incoming
175,899,497,incoming
176,899,528,incoming
177,899,625,incoming
178,899,640,incoming
179,899,1030,incoming
180,899,1111,incoming
181,899,1167,incoming
182,899,51,incoming
183,899,431,incoming
184,899,537,incoming
185,899,1022,incoming
186,899,95,
187,899,218,incoming
188,899,1060,incoming
189,899,387,incoming
190,899,986,incoming
191,899,386,
192,899,609,incoming
193,899,689,incoming
194,899,452,incoming
195,899,196,incoming
196,899,563,incoming
197,899,699,incoming
198,1112,202,incoming
199,1112,848,incoming
200,1112,1020,incoming
201,1112,270,incoming
202,1112,388,incoming
203,1112,940,incoming
204,1112,361,incoming
205,1112,497,incoming
206,1112,528,incoming
207,1112,625,incoming
208,1112,640,incoming
209,1112,1030,incoming
210,1112,1111,incoming
211,1112,1167,incoming
212,1112,387,incoming
213,1112,986,incoming
214,500,591,incoming
215,500,729,incoming
216,500,890,incoming
217,591,729,incoming
218,591,890,incoming
219,729,890,incoming
220,729,212,incoming
221,890,212,incoming
222,890,37,incoming
223,890,649,incoming
224,890,1195,incoming
225,890,924,incoming
226,890,1281,incoming
227,890,1212,incoming
228,890,286,
229,890,324,
230,890,349,incoming
231,890,399,incoming
232,110,578,
233,110,1209,incoming
234,578,1209,incoming
235,51,286,incoming
236,51,414,incoming
237,51,496,incoming
238,51,746,incoming
239,51,1053,incoming
240,51,298,incoming
241,51,755,incoming
242,51,492,incoming
243,51,431,incoming
244,51,537,incoming
245,51,619,incoming
246,51,1022,incoming
247,51,95,incoming
248,51,218,incoming
249,51,1060,incoming
250,51,386,incoming
251,51,609,incoming
252,51,689,incoming
253,51,196,incoming
254,51,563,incoming
255,51,699,incoming
256,286,414,incoming
257,286,496,incoming
258,286,746,incoming
259,286,1053,incoming
260,286,96,
261,286,269,incoming
262,286,558,
263,286,1249,
264,286,324,
265,286,349,incoming
266,286,399,incoming
267,286,570,incoming
268,286,1196,incoming
269,414,496,incoming
270,414,746,incoming
271,414,1053,incoming
272,496,746,incoming
273,496,1053,incoming
274,746,1053,incoming
275,124,257,incoming
276,124,315,incoming
277,124,324,
278,124,1205,incoming
279,257,315,incoming
280,257,324,incoming
281,315,324,incoming
282,324,349,incoming
283,324,399,incoming
284,324,570,incoming
285,324,1196,incoming
286,353,501,incoming
287,353,809,incoming
288,501,809,incoming
289,510,1189,incoming
290,479,958,incoming
291,479,960,incoming
292,479,551,incoming
293,958,960,incoming
294,958,551,incoming
295,960,551,incoming
296,57,209,incoming
297,57,300,incoming
298,57,678,incoming
299,57,722,incoming
300,57,96,incoming
301,57,269,incoming
302,57,357,incoming
303,209,300,incoming
304,209,678,incoming
305,209,722,incoming
306,300,678,incoming
307,300,722,incoming
308,678,722,incoming
309,509,988,incoming
310,509,1009,incoming
311,988,1009,incoming
312,280,813,incoming
313,280,1096,incoming
314,280,1157,incoming
315,813,1096,incoming
316,813,1157,incoming
317,1096,1157,incoming
318,211,688,incoming
319,211,770,incoming
320,688,770,incoming
321,134,305,incoming
322,134,306,incoming
323,134,931,incoming
324,134,1198,incoming
325,305,306,incoming
326,305,931,incoming
327,305,1198,incoming
328,306,931,incoming
329,306,1198,incoming
330,931,1198,incoming
331,1198,534,incoming
332,1198,644,incoming
333,1198,690,incoming
334,1198,898,incoming
335,1198,1335,incoming
336,685,1154,
337,18,59,incoming
338,18,671,incoming
339,18,930,incoming
340,59,671,incoming
341,59,930,incoming
342,671,930,incoming
343,135,816,
344,135,826,incoming
345,135,1144,incoming
346,135,195,incoming
347,135,544,incoming
348,135,680,incoming
349,135,946,incoming
350,816,826,incoming
351,816,1144,incoming
352,816,666,incoming
353,816,1170,
354,826,1144,incoming
355,8,176,incoming
356,8,459,incoming
357,8,470,incoming
358,8,856,incoming
359,8,883,incoming
360,8,1147,incoming
361,8,1326,incoming
362,176,459,incoming
363,176,470,
364,176,856,incoming
365,176,883,incoming
366,176,1147,incoming
367,176,1326,incoming
368,176,445,incoming
369,176,454,incoming
370,176,1257,incoming
371,176,807,incoming
372,176,990,incoming
373,176,1276,incoming
374,459,470,incoming
375,459,856,incoming
376,459,883,incoming
377,459,1147,incoming
378,459,1326,incoming
379,459,445,incoming
380,459,454,incoming
381,459,1257,incoming
382,470,856,incoming
383,470,883,incoming
384,470,1147,incoming
385,470,1326,incoming
386,470,445,incoming
387,470,454,incoming
388,470,1257,incoming
389,470,253,incoming
390,470,329,incoming
391,856,883,incoming
392,856,1147,incoming
393,856,1326,incoming
394,856,445,incoming
395,856,454,incoming
396,856,1257,incoming
397,883,1147,incoming
398,883,1326,incoming
399,883,253,incoming
400,883,329,incoming
401,1147,1326,incoming
402,531,593,incoming
403,531,620,incoming
404,531,666,incoming
405,531,682,incoming
406,531,1302,incoming
407,593,620,incoming
408,593,666,incoming
409,593,682,incoming
410,593,1302,incoming
411,620,666,incoming
412,620,682,incoming
413,620,1302,incoming
414,666,682,incoming
415,666,1302,incoming
416,666,1170,incoming
417,682,1302,incoming
418,682,621,incoming
419,682,658,incoming
420,298,615,incoming
421,298,755,
422,298,1282,incoming
423,298,377,incoming
424,298,628,incoming
425,298,1303,incoming
426,298,492,
427,298,1296,incoming
428,298,218,incoming
429,298,662,incoming
430,298,1158,incoming
431,298,181,incoming
432,298,561,incoming
433,615,755,incoming
434,615,1282,incoming
435,615,377,incoming
436,615,628,incoming
437,615,1303,incoming
438,755,1282,
439,755,377,incoming
440,755,628,incoming
441,755,1303,incoming
442,755,492,
443,755,1296,incoming
444,755,218,incoming
445,755,662,incoming
446,755,1158,incoming
447,755,181,incoming
448,755,561,incoming
449,377,628,incoming
450,377,1303,incoming
451,628,1303,incoming
452,628,218,incoming
453,628,662,incoming
454,628,1158,incoming
455,202,848,incoming
456,202,1020,incoming
457,848,1020,incoming
458,354,571,
459,601,530,incoming
460,601,622,incoming
461,601,1057,incoming
462,601,220,incoming
463,601,589,incoming
464,601,925,incoming
465,601,827,incoming
466,58,112,incoming
467,58,113,incoming
468,58,156,incoming
469,58,852,incoming
470,58,1273,incoming
471,58,1300,incoming
472,112,113,incoming
473,112,156,incoming
474,112,852,incoming
475,112,1273,incoming
476,112,1300,incoming
477,113,156,
478,113,852,
479,113,1273,incoming
480,113,1300,
481,156,852,
482,156,1273,incoming
483,156,1300,incoming
484,852,1273,incoming
485,852,1300,incoming
486,1273,1300,incoming
487,44,926,incoming
488,44,1052,incoming
489,44,1221,incoming
490,44,1295,incoming
491,44,1321,incoming
492,44,1323,incoming
493,44,1013,incoming
494,44,1064,incoming
495,44,162,incoming
496,44,234,incoming
497,44,1279,incoming
498,926,1052,incoming
499,926,1221,incoming
500,926,1295,incoming
501,926,1321,incoming
502,926,1323,incoming
503,926,162,
504,926,234,
505,926,1279,
506,926,367,incoming
507,926,705,incoming
508,926,1219,incoming
509,1052,1221,incoming
510,1052,1295,incoming
511,1052,1321,incoming
512,1052,1323,incoming
513,1052,162,incoming
514,1052,234,incoming
515,1052,1279,incoming
516,1221,1295,incoming
517,1221,1321,incoming
518,1221,1323,incoming
519,1221,179,incoming
520,1221,258,incoming
521,1221,366,incoming
522,1221,732,incoming
523,1221,1033,incoming
524,1221,1125,incoming
525,1221,1322,incoming
526,1221,66,incoming
527,1221,200,incoming
528,1221,1311,incoming
529,1221,186,incoming
530,1221,385,incoming
531,1221,1017,incoming
532,1221,1222,incoming
533,1221,1237,incoming
534,1295,1321,incoming
535,1295,1323,incoming
536,1321,1323,incoming
537,82,308,incoming
538,82,1291,incoming
539,308,1291,incoming
540,308,53,incoming
541,308,631,incoming
542,308,761,incoming
543,308,992,incoming
544,308,76,incoming
545,308,878,incoming
546,308,357,incoming
547,308,559,incoming
548,308,854,incoming
549,308,721,incoming
550,38,157,incoming
551,38,1246,incoming
552,157,1246,incoming
553,1013,1064,incoming
554,1013,213,incoming
555,1013,862,incoming
556,1013,1100,incoming
557,1013,97,incoming
558,1013,332,incoming
559,1013,1222,incoming
560,1013,1234,incoming
561,1013,220,incoming
562,1013,624,
563,1013,700,incoming
564,1013,319,incoming
565,1013,398,incoming
566,516,558,incoming
567,516,21,incoming
568,516,466,incoming
569,516,1131,incoming
570,516,1271,incoming
571,558,21,incoming
572,558,466,incoming
573,558,1131,incoming
574,558,1271,incoming
575,558,1249,incoming
576,1043,1105,incoming
577,264,936,incoming
578,264,980,incoming
579,264,1002,incoming
580,936,980,incoming
581,936,1002,incoming
582,980,1002,
583,818,864,incoming
584,818,907,
585,818,1084,incoming
586,818,1110,incoming
587,818,1169,incoming
588,864,907,incoming
589,864,1084,incoming
590,864,1110,incoming
591,864,1169,incoming
592,907,1084,incoming
593,907,1110,incoming
594,907,1169,incoming
595,907,43,incoming
596,907,819,incoming
597,1084,1110,incoming
598,1084,1169,incoming
599,1084,43,incoming
600,1084,819,incoming
601,1110,1169,incoming
602,1110,15,incoming
603,1110,420,incoming
604,1110,518,incoming
605,1110,833,incoming
606,1110,1101,incoming
607,1110,835,incoming
608,523,1097,
609,1097,1093,incoming
610,1097,291,incoming
611,1097,309,incoming
612,1097,11,incoming
613,1097,271,incoming
614,1097,449,incoming
615,1097,766,incoming
616,1097,1211,incoming
617,142,309,incoming
618,142,618,incoming
619,142,1000,incoming
620,309,618,incoming
621,309,1000,incoming
622,309,1007,incoming
623,309,1235,incoming
624,309,291,incoming
625,309,1093,incoming
626,309,11,incoming
627,309,271,incoming
628,309,449,incoming
629,309,766,incoming
630,309,1211,incoming
631,618,1000,incoming
632,1000,1007,incoming
633,1000,1235,incoming
634,43,819,incoming
635,7,478,incoming
636,7,1119,incoming
637,492,31,incoming
638,492,542,incoming
639,492,680,
640,492,800,incoming
641,492,24,incoming
642,492,218,incoming
643,492,291,
644,492,1205,incoming
645,96,269,incoming
646,96,357,incoming
647,96,94,incoming
648,96,106,incoming
649,96,544,
650,96,680,incoming
651,96,403,incoming
652,96,866,incoming
653,96,1174,incoming
654,269,357,incoming
655,145,740,incoming
656,145,1269,incoming
657,740,1269,incoming
658,740,229,incoming
659,740,659,incoming
660,220,73,incoming
661,220,340,incoming
662,220,1006,incoming
663,220,1170,incoming
664,220,624,incoming
665,220,700,incoming
666,220,530,incoming
667,220,589,incoming
668,220,925,incoming
669,785,1267,incoming
670,785,83,incoming
671,1267,83,
672,1267,586,
673,270,388,incoming
674,270,940,incoming
675,388,940,incoming
676,742,1314,incoming
677,1314,175,incoming
678,1314,297,incoming
679,131,258,
680,131,401,incoming
681,131,836,
682,131,1025,incoming
683,131,1237,incoming
684,258,401,incoming
685,258,836,incoming
686,258,1025,incoming
687,258,1237,incoming
688,258,179,incoming
689,258,366,incoming
690,258,732,incoming
691,258,1033,incoming
692,258,1125,incoming
693,258,1322,incoming
694,258,66,incoming
695,258,200,incoming
696,258,448,incoming
697,258,1311,incoming
698,258,186,incoming
699,258,385,incoming
700,258,1017,incoming
701,258,1222,incoming
702,401,836,incoming
703,401,1025,incoming
704,401,1237,incoming
705,836,1025,incoming
706,836,1237,incoming
707,1025,1237,incoming
708,1025,448,incoming
709,1237,63,incoming
710,1237,149,
711,1237,504,incoming
712,1237,823,
713,1237,1017,incoming
714,1237,966,incoming
715,1237,448,incoming
716,1237,366,incoming
717,1237,1222,incoming
718,445,454,incoming
719,445,1257,incoming
720,454,1257,incoming
721,212,1193,incoming
722,738,1085,incoming
723,738,1094,incoming
724,738,1187,incoming
725,1085,1094,incoming
726,1085,1187,incoming
727,1085,1077,incoming
728,1085,1194,
729,1094,1187,incoming
730,1296,181,incoming
731,1296,218,incoming
732,1296,561,incoming
733,100,291,incoming
734,100,340,incoming
735,291,340,
736,291,24,incoming
737,291,218,incoming
738,291,1205,incoming
739,291,1093,incoming
740,340,73,incoming
741,340,1006,incoming
742,340,1170,incoming
743,21,466,incoming
744,21,1131,incoming
745,21,1271,incoming
746,466,1131,incoming
747,466,1271,incoming
748,1131,1271,incoming
749,218,662,incoming
750,218,1158,incoming
751,218,95,incoming
752,218,1060,incoming
753,218,181,incoming
754,218,561,incoming
755,218,24,incoming
756,218,1205,incoming
757,218,196,incoming
758,218,563,incoming
759,218,699,incoming
760,662,1158,incoming
761,253,329,incoming
762,213,862,incoming
763,213,1100,incoming
764,862,1100,incoming
765,97,332,incoming
766,97,1222,incoming
767,97,1234,incoming
768,332,1222,incoming
769,332,1234,incoming
770,1222,1234,incoming
771,1222,271,incoming
772,1222,449,incoming
773,1222,766,incoming
774,1222,1253,incoming
775,1222,366,incoming
776,1222,1017,incoming
777,162,234,incoming
778,162,1279,incoming
779,234,1279,
780,234,367,incoming
781,234,705,incoming
782,234,1219,incoming
783,234,663,incoming
784,234,979,incoming
785,234,1142,incoming
786,234,1305,incoming
787,1279,566,incoming
788,1279,667,incoming
789,1279,1058,incoming
790,1279,1217,incoming
791,1279,1311,incoming
792,1279,1316,incoming
793,1279,182,incoming
794,1279,184,incoming
795,1279,254,incoming
796,1279,1239,incoming
797,1279,1277,incoming
798,1279,663,incoming
799,1279,979,incoming
800,1279,1142,incoming
801,1279,1305,incoming
802,228,861,incoming
803,228,519,incoming
804,228,717,incoming
805,861,519,incoming
806,861,717,incoming
807,279,619,incoming
808,279,703,incoming
809,279,721,incoming
810,279,913,incoming
811,279,1031,incoming
812,619,703,incoming
813,619,721,incoming
814,619,913,incoming
815,619,1031,incoming
816,619,431,incoming
817,619,537,incoming
818,619,1022,incoming
819,703,721,incoming
820,703,913,incoming
821,703,1031,incoming
822,721,913,incoming
823,721,1031,incoming
824,721,53,incoming
825,913,1031,incoming
826,416,664,
827,416,1015,
828,416,874,incoming
829,416,1063,incoming
830,416,1214,incoming
831,664,1015,
832,1015,874,incoming
833,1015,1063,incoming
834,1015,1214,incoming
835,88,772,incoming
836,88,1044,incoming
837,772,1044,incoming
838,361,497,incoming
839,361,528,incoming
840,361,625,incoming
841,361,640,incoming
842,361,1030,incoming
843,361,1111,incoming
844,361,1167,incoming
845,497,528,incoming
846,497,625,incoming
847,497,640,incoming
848,497,1030,incoming
849,497,1111,incoming
850,497,1167,incoming
851,528,625,incoming
852,528,640,incoming
853,528,1030,incoming
854,528,1111,incoming
855,528,1167,incoming
856,625,640,incoming
857,625,1030,incoming
858,625,1111,incoming
859,625,1167,incoming
860,640,1030,incoming
861,640,1111,incoming
862,640,1167,incoming
863,1030,1111,incoming
864,1030,1167,incoming
865,1111,1167,incoming
866,1167,452,incoming
867,31,542,incoming
868,31,680,incoming
869,31,800,incoming
870,542,680,incoming
871,542,800,incoming
872,680,800,incoming
873,680,195,incoming
874,680,544,
875,680,94,incoming
876,680,106,incoming
877,680,946,incoming
878,63,149,incoming
879,63,504,incoming
880,63,823,incoming
881,63,1017,incoming
882,149,504,incoming
883,149,823,
884,149,1017,incoming
885,504,823,incoming
886,504,1017,incoming
887,823,1017,incoming
888,1017,366,incoming
889,621,658,incoming
890,229,659,incoming
891,431,537,incoming
892,431,1022,incoming
893,537,1022,incoming
894,136,719,incoming
895,136,723,incoming
896,136,876,
897,136,1092,incoming
898,136,1155,incoming
899,136,1215,incoming
900,136,702,incoming
901,136,705,incoming
902,719,723,incoming
903,719,876,incoming
904,719,1092,incoming
905,719,1155,incoming
906,719,1215,incoming
907,719,702,incoming
908,719,705,incoming
909,723,876,incoming
910,723,1092,incoming
911,723,1155,incoming
912,723,1215,incoming
913,876,1092,incoming
914,876,1155,incoming
915,876,1215,incoming
916,876,702,incoming
917,876,705,incoming
918,1092,1155,incoming
919,1092,1215,incoming
920,1092,702,incoming
921,1092,705,incoming
922,1155,1215,incoming
923,239,514,incoming
924,239,670,incoming
925,239,626,incoming
926,514,670,incoming
927,670,626,incoming
928,95,1060,incoming
929,1060,196,incoming
930,1060,563,incoming
931,1060,699,incoming
932,93,326,incoming
933,93,357,incoming
934,326,357,incoming
935,357,559,incoming
936,357,854,incoming
937,15,420,incoming
938,15,518,incoming
939,15,833,incoming
940,15,1101,incoming
941,420,518,incoming
942,420,833,incoming
943,420,1101,incoming
944,518,833,incoming
945,518,1101,incoming
946,833,1101,incoming
947,1205,24,incoming
948,1077,1194,incoming
949,716,765,incoming
950,716,1149,incoming
951,716,798,incoming
952,765,1149,incoming
953,1149,831,incoming
954,1149,922,incoming
955,397,1006,incoming
956,1006,73,incoming
957,1006,1170,incoming
958,179,366,incoming
959,179,732,incoming
960,179,1033,incoming
961,179,1125,incoming
962,179,1322,incoming
963,179,66,incoming
964,179,200,incoming
965,179,1311,incoming
966,179,186,incoming
967,179,385,incoming
968,366,732,incoming
969,366,1033,incoming
970,366,1125,incoming
971,366,1322,incoming
972,366,1311,incoming
973,366,66,incoming
974,366,186,incoming
975,366,385,incoming
976,732,1033,incoming
977,732,1125,incoming
978,732,1322,incoming
979,1033,1125,incoming
980,1033,1322,incoming
981,1033,1185,incoming
982,1033,1325,incoming
983,1033,66,incoming
984,1033,200,incoming
985,1033,1311,incoming
986,1033,186,incoming
987,1033,385,incoming
988,1125,1322,incoming
989,1125,1311,incoming
990,1322,66,incoming
991,1322,200,incoming
992,1185,1325,incoming
993,151,410,incoming
994,151,1118,incoming
995,410,1118,incoming
996,37,649,incoming
997,37,1195,incoming
998,649,1195,incoming
999,387,986,incoming
1000,530,927,incoming
1001,530,622,incoming
1002,530,1057,incoming
1003,530,942,incoming
1004,530,589,incoming
1005,530,925,incoming
1006,530,827,incoming
1007,566,667,incoming
1008,566,1058,incoming
1009,566,1217,incoming
1010,566,1311,incoming
1011,566,1316,incoming
1012,667,1058,incoming
1013,667,1217,incoming
1014,667,1311,incoming
1015,667,1316,incoming
1016,1058,1217,incoming
1017,1058,1311,incoming
1018,1058,1316,incoming
1019,1217,1311,incoming
1020,1217,1316,incoming
1021,1311,1316,incoming
1022,622,1057,incoming
1023,622,942,incoming
1024,386,609,incoming
1025,386,689,incoming
1026,609,689,incoming
1027,831,922,incoming
1028,767,910,incoming
1029,66,200,incoming
1030,66,186,incoming
1031,66,385,incoming
1032,271,449,incoming
1033,271,766,incoming
1034,271,1253,incoming
1035,271,11,incoming
1036,271,1211,incoming
1037,449,766,incoming
1038,449,1253,incoming
1039,449,11,incoming
1040,449,1211,incoming
1041,766,1253,incoming
1042,766,11,incoming
1043,766,1211,incoming
1044,534,644,incoming
1045,534,690,incoming
1046,534,898,incoming
1047,534,1335,incoming
1048,644,690,incoming
1049,644,898,incoming
1050,644,1335,incoming
1051,690,898,incoming
1052,690,1335,incoming
1053,898,1335,incoming
1054,68,172,incoming
1055,68,548,incoming
1056,68,820,incoming
1057,172,548,incoming
1058,172,820,incoming
1059,548,820,incoming
1060,1170,73,incoming
1061,924,1281,incoming
1062,924,1212,incoming
1063,1281,1212,incoming
1064,1079,17,incoming
1065,519,717,incoming
1066,195,544,incoming
1067,544,94,incoming
1068,544,106,incoming
1069,53,631,incoming
1070,53,761,incoming
1071,53,992,incoming
1072,631,761,incoming
1073,631,992,incoming
1074,761,992,incoming
1075,660,1236,incoming
1076,185,442,incoming
1077,185,458,incoming
1078,185,832,incoming
1079,185,867,incoming
1080,185,1284,incoming
1081,185,1313,incoming
1082,442,458,incoming
1083,442,832,incoming
1084,442,867,incoming
1085,442,1284,incoming
1086,442,1313,incoming
1087,458,832,incoming
1088,458,867,incoming
1089,458,1284,incoming
1090,458,1313,incoming
1091,832,867,incoming
1092,832,1284,incoming
1093,832,1313,incoming
1094,867,1284,incoming
1095,867,1313,incoming
1096,1284,1313,incoming
1097,182,184,incoming
1098,182,254,incoming
1099,182,1239,incoming
1100,182,1277,incoming
1101,184,254,incoming
1102,184,1239,incoming
1103,184,1277,incoming
1104,254,1239,incoming
1105,254,1277,incoming
1106,1239,1277,incoming
1107,181,561,incoming
1108,186,385,incoming
1109,702,705,incoming
1110,705,367,incoming
1111,705,1219,incoming
1112,367,1219,incoming
1113,874,1063,incoming
1114,874,1214,incoming
1115,1063,1214,incoming
1116,624,700,incoming
1117,663,979,incoming
1118,663,1142,incoming
1119,663,1305,incoming
1120,979,1142,incoming
1121,979,1305,incoming
1122,1142,1305,incoming
1123,76,878,incoming
1124,589,925,incoming
1125,589,827,incoming
1126,175,297,incoming
1127,75,749,incoming
1128,94,106,incoming
1129,709,821,incoming
1130,709,1073,incoming
1131,709,1216,incoming
1132,821,1073,incoming
1133,821,1216,incoming
1134,1073,1216,incoming
1135,559,854,incoming
1136,1007,1235,incoming
1137,349,399,incoming
1138,196,563,incoming
1139,196,699,incoming
1140,563,699,incoming
1141,319,398,incoming
1142,403,866,incoming
1143,403,1174,incoming
1144,866,1174,incoming
1145,807,990,incoming
1146,807,1276,incoming
1147,990,1276,incoming
1148,11,1211,incoming
1149,390,776,incoming
1150,579,612,incoming
1151,570,1196,incoming
