,node,volatility,eign,closeness,betwness,centrality,community,density,name,type
69,688,1,0.000668204417394958,0.14182118343129704,0.0,3,1,0.16666666666666666,"Lein, J.",incoming
70,770,1,0.000668204417394958,0.14182118343129704,0.0,3,1,0.16666666666666666,"McCurdy, N.",incoming
191,100,1,0.0036646455610186853,0.17052910652073994,0.0,3,1,0.16666666666666666,"Bigelow, A.",incoming
342,519,1,0.00013471221490929654,0.11962616822429906,0.0,3,1,0.16666666666666666,"House, D.H.",incoming
343,717,1,0.00013471221490929654,0.11962616822429906,0.0,3,1,0.16666666666666666,"Liu, L.",incoming
185,738,1,0.000407632184415517,0.12441619160093506,0.0,4,1,0.16666666666666666,"L̦ffler, M.",incoming
187,1094,1,0.000407632184415517,0.12441619160093506,0.0,4,1,0.16666666666666666,"Staals, F.",incoming
188,1187,1,0.000407632184415517,0.12441619160093506,0.0,4,1,0.16666666666666666,"Van, G.A.",incoming
425,579,1,0.0026368703342682077,0.14759551909228757,0.0,4,1,0.16666666666666666,"Jones, S.",
426,612,1,0.0026368703342682077,0.14759551909228757,0.0,4,1,0.16666666666666666,"Kerzner, E.",incoming
