,node,x_pos,y_pos
0,0,-0.36408794807649525,0.9489524675186066
1,1,-0.43794509392493136,0.8425722511873633
2,2,0.8277549698821509,-0.5629103298646181
3,3,-0.787204063852727,0.3715450171761849
4,4,-0.9739803215062364,-0.0718777686630215
5,5,-0.41581496807695545,-0.9202428829776939
6,6,-0.1174317312643585,1.0
7,7,0.4401888538713501,0.8041179854797813
8,8,0.7022746794113481,-0.6342867934691496
9,9,0.12702084780814854,0.9363594157535022
10,10,-0.21605821019065133,0.8920839701277478
11,11,-0.28585080204903274,-0.91824339950089
12,12,-0.6899161438365324,0.6833150171657809
13,13,-0.9282499692246642,0.3386317657533516
14,14,-0.7737395360964052,-0.07449295531594279
15,15,-0.9659506367244903,-0.21446010321352707
16,16,-0.7487046224649377,-0.45580194647469635
17,17,-0.9041374632125734,-0.3403350027846561
18,18,0.8214534764873129,-0.4378924810097195
19,19,-0.1675866445152829,-0.987563886493609
20,20,0.9868081045771457,0.21384655974631273
21,21,0.3877391273084524,-0.9143982887116934
22,22,-0.6232714591803431,-0.7719863153711115
23,23,0.9396109429886252,-0.3639937114909222
24,24,-0.951080449123886,0.19876619858227548
25,25,0.8584808545311559,-0.09232858997032983
26,26,-0.8035025207143852,0.6212160235144965
27,27,-0.785624905337646,-0.6442234690557784
28,28,0.8282621586832453,0.2645965810603673
29,29,0.8314636113409949,0.509913453235606
30,30,0.4345803375056,-0.8087826830157024
31,31,0.9969672334433762,-0.07694846155078289
32,32,-0.9029447125483673,-0.4959264452067879
33,33,0.6930030071950047,-0.7564586892235948
34,34,-0.4824054629211481,0.6869431490102776
35,35,-0.005574418494282077,0.9362591707616084
36,36,-0.5937559687624705,0.7916552715276366
37,37,0.23198405028221822,-0.957745264976793
38,38,0.9279852836856636,-0.2331707579119723
39,39,-0.9645416385730183,0.06670776985504515
40,40,-0.4923791140889701,-0.8206596479732454
41,41,0.524887155243,0.8524170780450105
42,42,0.6763149530324649,0.7766973471274359
43,43,-0.8606436118301842,0.49181042883860726
44,44,0.5621588817155506,-0.8126832473567134
45,45,0.9637177283674225,0.07419057907236916
46,46,-0.6366052971310824,-0.6473657895951717
47,47,-0.06372495801478188,-0.9339386474531114
48,48,0.14839400460027732,-0.830205706650458
49,49,0.25413463621251775,0.859017314708552
50,50,0.3252806769987261,0.964866160121221
51,51,0.06971389535305232,-0.9777755436593824
52,52,0.9113368516247958,0.37917062891336367
53,53,0.642710456897121,0.5985926256734896
54,54,0.8284858926901197,0.6524545789850835
