,node,volatility,eign,closeness,betwness,centrality,community,density,name,type
40,29,2,0.03875986609954004,0.06994112629761383,0.0,2,12,0.2692307692307692,"Amar, R.",outgoing
160,916,2,0.037411326804801186,0.06633126171451119,0.0,2,12,0.2692307692307692,"Pousman, Z.",outandin
161,760,2,0.037411326804801186,0.06633126171451119,0.0,2,12,0.2692307692307692,"Mateas, M.",outandin
215,822,2,0.03810818528002405,0.06633126171451119,0.0,2,12,0.2692307692307692,"Nersessian, N.",outandin
291,1120,2,0.03810818528002405,0.06633126171451119,0.0,2,12,0.2692307692307692,"Sullivan, T.",outandin
185,593,3,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Kang, Y.",outandin
186,1302,1,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Yi, J.S.",incoming
187,550,2,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Jacko, J.A.",outandin
214,721,1,0.04261148292240213,0.06654592599190444,9.38068704151892e-06,3,12,0.2692307692307692,"Liu, Z.",incoming
229,4,2,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Abowd, G.D.",outandin
230,970,2,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Romero, M.",outandin
231,1122,2,0.044260352634865975,0.06654592599190444,0.0,3,12,0.2692307692307692,"Summet, J.",outandin
39,1097,0,0.2417626324936401,0.08940300491955856,0.033404626554848875,17,12,0.2692307692307692,"Stasko, J.",
41,714,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,13,1.0,"Lind, M.",outgoing
42,354,1,1.5816422107424463e-50,0.0061162079510703364,0.0,2,13,1.0,"Forsell, C.",incoming
43,1037,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,13,1.0,"Seipel, S.",outandin
299,572,2,8.463906281296018e-33,0.008494733265375467,0.0,1,14,0.6,"Johansson, S.",outandin
311,1204,2,1.636312796330027e-32,0.0095565749235474,0.0,2,14,0.6,"Vrotsou, K.",outandin
44,565,2,2.3170654386634756e-32,0.010921799912625601,0.0,3,14,0.6,"Jern, M.",outandin
47,724,2,2.3170654386634753e-32,0.010921799912625601,0.0,3,14,0.6,"Ljung, P.",outandin
46,217,2,2.6886437765375547e-32,0.012742099898063202,1.876137408303784e-05,4,14,0.6,"Cooper, M.",outandin
45,571,1,2.8808444508205935e-32,0.01529051987767584,9.38068704151892e-05,5,14,0.6,"Johansson, J.",incoming
228,1326,1,8.828149012388528e-18,0.015727391874180863,0.0,1,15,0.3333333333333333,"Ziemkiewicz, C.",incoming
50,86,2,1.1234501691016277e-17,0.01761467889908257,0.0,2,15,0.3333333333333333,"Bendix, F.",outandin
248,762,2,2.9963769463898527e-18,0.01334445371142619,0.0,2,15,0.3333333333333333,"Matkovic, K.",outgoing
249,362,2,2.9963769463898527e-18,0.01334445371142619,0.0,2,15,0.3333333333333333,"Freiler, W.",outandin
49,476,2,1.2220412083170196e-17,0.019146390107698443,0.0003752274816607568,4,15,0.3333333333333333,"Hauser, H.",
170,1240,2,3.952172227189024e-17,0.020016680567139282,0.0,4,15,0.3333333333333333,"Wessel, G.",outandin
171,1010,2,3.952172227189024e-17,0.020016680567139282,0.0,4,15,0.3333333333333333,"Sauda, E.",outandin
211,282,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Dou, W.",outandin
212,154,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Butkiewicz, T.",outandin
213,1224,2,3.779643574490552e-17,0.0163098878695209,0.0,4,15,0.3333333333333333,"Wartell, Z.",outandin
48,648,2,4.483283760572525e-17,0.02590393955747437,0.0007316935892384758,7,15,0.3333333333333333,"Kosara, R.",
168,953,2,5.817620039029442e-17,0.02317720907774022,0.00022513648899645408,7,15,0.3333333333333333,"Ribarsky, W.",outandin
169,176,1,5.817620039029442e-17,0.02317720907774022,0.00022513648899645408,7,15,0.3333333333333333,"Chang, R.",incoming
52,194,2,3.525429224856979e-48,0.005504587155963303,0.0,1,16,0.6666666666666666,"Chlan, E.B.",outandin
79,1047,2,6.538393877600402e-48,0.006880733944954129,0.0,2,16,0.6666666666666666,"Shanbhag, P.",outandin
80,1332,2,6.538393877600402e-48,0.006880733944954129,0.0,2,16,0.6666666666666666,"desJardins, M.",incoming
51,951,2,7.650486320418625e-48,0.009174311926605505,3.752274816607568e-05,3,16,0.6666666666666666,"Rheingans, P.",incoming
54,317,2,0.008052854713829789,0.051278531499996186,0.0,2,17,0.3333333333333333,"Fanea, E.",outandin
55,545,2,0.008052854713829789,0.051278531499996186,0.0,2,17,0.3333333333333333,"Isenberg, T.",incoming
216,501,3,0.008052854713829789,0.051278531499996186,0.0,2,17,0.3333333333333333,"Hinrichs, U.",outandin
217,1018,2,0.008052854713829789,0.051278531499996186,0.0,2,17,0.3333333333333333,"Schmidt, H.",outandin
278,1163,2,0.043680393692629244,0.06250058094680386,0.0,2,17,0.3333333333333333,"Tobiasz, M.",outandin
295,887,2,0.008407939119832302,0.051278531499996186,0.0,2,17,0.3333333333333333,"Penn, G.",outandin
220,1251,2,0.009709017594547377,0.05140672782874617,0.0,3,17,0.3333333333333333,"Williamson, C.",incoming
221,280,1,0.009709017594547377,0.05140672782874617,0.0,3,17,0.3333333333333333,"Dork, M.",incoming
175,212,1,0.010702595537903915,0.051535566745610197,1.876137408303784e-05,4,17,0.3333333333333333,"Collins, C.",incoming
53,167,0,0.052039837247573405,0.06405822782398277,0.011500722312902195,10,17,0.3333333333333333,"Carpendale, S.",
56,1247,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,18,1.0,"Wilkinson, L.",incoming
57,32,1,1.5816422107424463e-50,0.0061162079510703364,0.0,2,18,1.0,"Anand, A.",incoming
58,432,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,18,1.0,"Grossman, R.",outandin
59,999,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Saito, T.",outandin
60,795,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Miyamura, H.N.",outandin
61,1292,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Yamamoto, M.",outandin
62,998,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Saito, H.",outandin
63,517,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Hoshiya, Y.",outandin
64,597,2,1.02654448527051e-17,0.01529051987767584,0.0,5,19,1.0,"Kaseda, T.",outandin
65,1320,1,1.5816422107424463e-50,0.0061162079510703364,0.0,2,20,1.0,"Zhou, M.X.",outgoing
66,10,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,20,1.0,"Aggarwal, V.",outandin
67,1238,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,20,1.0,"Wen, Z.",outandin
256,1312,2,1.1087784140904943e-10,0.013979903888160769,0.0,2,21,0.6666666666666666,"Zhang, J.",outandin
257,699,3,1.1087784140904943e-10,0.013979903888160769,0.0,2,21,0.6666666666666666,"Li, J.",outandin
69,23,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Allendoerfer, K.",outandin
70,28,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Aluker, S.",outandin
71,870,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Panjwani, G.",outandin
72,919,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Proctor, J.",outandin
73,1115,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Sturtz, D.",outandin
74,1206,2,5.295533180442901e-10,0.01957186544342508,0.0,6,21,0.6666666666666666,"Vukovic, M.",outandin
68,180,2,5.609664964151235e-10,0.024464831804281346,0.00022513648899645408,8,21,0.6666666666666666,"Chen, C.",outgoing
88,956,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,22,1.0,"Riehmann, P.",outandin
89,461,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,22,1.0,"Hanfler, M.",outandin
90,365,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,22,1.0,"Froehlich, B.",outandin
225,158,2,7.613652888664386e-07,0.01647724679355516,0.0,1,23,0.32727272727272727,"Byron, L.",outandin
247,967,2,2.844843989253774e-06,0.01971384884228921,0.0,1,23,0.32727272727272727,"Rogowitz, B.",outandin
92,3,2,3.316066261048693e-06,0.02007228245760356,0.0,2,23,0.32727272727272727,"Abello, J.",outgoing
93,651,2,3.316066261048693e-06,0.02007228245760356,0.0,2,23,0.32727272727272727,"Krishnan, N.",outandin
99,889,2,0.00011063265571496873,0.0290519877675841,0.0016885236674734057,2,23,0.32727272727272727,"Perer, A.",outandin
262,322,2,1.509269088824043e-06,0.016726902048002968,0.0,2,23,0.32727272727272727,"Feinberg, J.",outandin
155,775,2,5.075331909076696e-06,0.021646579120945014,0.0,4,23,0.32727272727272727,"McKeon, M.",outandin
156,652,2,5.075331909076696e-06,0.021646579120945014,0.0,4,23,0.32727272727272727,"Kriss, J.",outandin
154,1200,2,5.263118290446357e-06,0.022079510703363916,0.00015009099266430272,5,23,0.32727272727272727,"Vi̩gas, F.B.",outgoing
153,1227,2,5.3578489342761425e-06,0.022530112962616238,0.0004877957261589838,6,23,0.32727272727272727,"Wattenberg, M.",
91,1334,2,2.0019620750899612e-05,0.0290519877675841,0.0020637511491341624,8,23,0.32727272727272727,"van Ham, F.",outgoing
3,62,2,3.7048908415111428e-34,0.012742099898063202,0.0,1,24,0.2545454545454545,"Balakrishnan, R.",
269,771,2,1.8189204493366648e-34,0.01019367991845056,0.0,1,24,0.2545454545454545,"McDonnel, B.",incoming
312,583,2,3.7048908415111428e-34,0.012742099898063202,0.0,1,24,0.2545454545454545,"Jurisica, I.",incoming
15,1317,2,5.33711334754927e-34,0.013296104241457253,0.0,2,24,0.2545454545454545,"Zhao, S.",outandin
16,191,2,5.33711334754927e-34,0.013296104241457253,0.0,2,24,0.2545454545454545,"Chignell, M.H.",outandin
210,286,1,5.521594314653561e-34,0.013900472616068946,0.0,2,24,0.2545454545454545,"Dragicevic, P.",incoming
244,96,1,6.583874709653862e-34,0.013296104241457253,0.0,2,24,0.2545454545454545,"Bezerianos, A.",incoming
95,492,1,9.421077963571376e-34,0.016989466530750934,4.69034352075946e-05,3,24,0.2545454545454545,"Henry Riche, N.",incoming
209,308,1,5.947586540666328e-34,0.0145623998835008,0.00016885236674734055,3,24,0.2545454545454545,"Elmqvist, N.",
94,324,1,1.2107166783388932e-33,0.02038735983690112,0.00044089229095138925,5,24,0.2545454545454545,"Fekete, J.-D.",
2,773,2,1.2114415950211311e-33,0.02038735983690112,0.0005440798484080974,6,24,0.2545454545454545,"McGuffin, M.J.",
97,918,2,3.525429224856979e-48,0.005504587155963303,0.0,1,25,0.6666666666666666,"Pretorius, A.J.",incoming
132,1201,2,6.538393877600402e-48,0.006880733944954129,0.0,2,25,0.6666666666666666,"Vliegen, R.",outandin
133,1340,2,6.538393877600402e-48,0.006880733944954129,0.0,2,25,0.6666666666666666,"van der Linden, E.-J.",outandin
96,1336,0,7.650486320418625e-48,0.009174311926605505,3.752274816607568e-05,3,25,0.6666666666666666,"van Wijk, J.J.",
112,45,2,0.00010778781172571495,0.01903406095117579,0.0,1,26,0.8055555555555556,"Aris, A.",outandin
282,909,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Plaisant, C.",
283,1220,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Wang, T.D.",outandin
284,1091,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Spring, N.",outandin
285,974,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Roseman, D.",outandin
286,754,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Marchand, G.",outandin
287,812,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Mukherjee, V.",outandin
288,1075,2,0.0007313436911542733,0.021230298753234532,0.0,7,26,0.8055555555555556,"Smith, M.",outandin
98,1056,1,0.0007585200174313283,0.027599388379204892,0.0017823305378885947,9,26,0.8055555555555556,"Shneiderman, B.",
101,1294,2,6.567960574534782e-37,0.009174311926605505,0.0,3,27,1.0,"Yang, J.",
102,1223,1,6.567960574534782e-37,0.009174311926605505,0.0,3,27,1.0,"Ward, M.O.",outgoing
103,985,1,6.567960574534782e-37,0.009174311926605505,0.0,3,27,1.0,"Rundensteiner, E.A.",outgoing
104,233,2,6.567960574534782e-37,0.009174311926605505,0.0,3,27,1.0,"Cui, Q.",outandin
105,307,2,1.0119545555241064e-69,0.0030581039755351682,0.0,1,28,1.0,"Ellis, G.",outandin
106,272,2,1.0119545555241064e-69,0.0030581039755351682,0.0,1,28,1.0,"Dix, A.",outandin
107,221,2,2.402270759402351e-26,0.012232415902140673,0.0,4,29,1.0,"Cortese, P.F.",outandin
108,261,2,2.402270759402351e-26,0.012232415902140673,0.0,4,29,1.0,"Di Battista, G.",outandin
109,799,2,2.402270759402351e-26,0.012232415902140673,0.0,4,29,1.0,"Moneta, A.",outandin
110,879,2,2.402270759402351e-26,0.012232415902140673,0.0,4,29,1.0,"Patrignani, M.",outandin
111,908,2,2.402270759402351e-26,0.012232415902140673,0.0,4,29,1.0,"Pizzonia, M.",outandin
116,281,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,30,1.0,"Dorling, D.",outandin
117,69,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,30,1.0,"Barford, A.",outandin
118,825,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,30,1.0,"Newman, M.",outandin
124,84,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,31,1.0,"Been, K.",outandin
125,240,2,1.5816422107424463e-50,0.0061162079510703364,0.0,2,31,1.0,"Daiches, E.",outandin
