,source,target,type
260,232,460,outandin
261,232,686,outandin
262,460,686,outandin
263,139,395,outandin
264,308,1176,outandin
265,608,226,outandin
266,620,453,incoming
267,620,541,incoming
268,453,541,incoming
269,255,197,outandin
270,255,475,outandin
271,255,1207,outandin
272,197,475,outandin
273,197,1207,outandin
274,475,1207,outandin
275,1173,427,outandin
276,1173,236,outandin
277,427,236,outandin
278,972,141,outandin
279,885,1217,outandin
280,180,805,outandin
281,740,557,outandin
282,167,1262,outandin
283,167,425,outandin
284,1262,425,outandin
285,441,1288,outandin
286,441,465,outandin
287,441,691,outandin
288,1288,465,outandin
289,1288,691,outandin
290,465,691,outandin
291,1121,404,outandin
292,1121,654,outandin
293,1121,171,outandin
294,404,654,outandin
295,404,171,outandin
296,654,171,outandin
297,49,192,outandin
298,49,581,outandin
299,192,581,outandin
300,581,193,outandin
301,34,418,outandin
302,34,616,outandin
303,34,993,outandin
304,34,629,outandin
305,418,616,outandin
306,418,993,outandin
307,418,629,outandin
308,616,993,outandin
309,616,629,outandin
310,993,629,outandin
311,1170,818,outandin
312,1134,364,incoming
313,636,1213,outandin
314,1005,293,outandin
315,394,170,outandin
316,1275,594,outandin
317,1066,483,outandin
318,1203,1149,incoming
319,816,1250,outandin
320,527,880,outandin
321,527,781,outandin
322,880,781,outandin
323,47,1330,outandin
324,47,696,outandin
325,1330,696,outandin
326,1200,893,outandin
327,1200,521,outandin
328,1200,275,outandin
329,893,521,outandin
330,893,275,outandin
331,521,275,outandin
332,179,411,outandin
333,773,62,incoming
334,773,246,outandin
335,62,246,outandin
