,node,x_pos,y_pos
0,0,0.9644331211617267,-0.05414925897669115
1,1,-0.6916893514685446,0.5560487116495172
2,2,-0.8902442992534968,-0.1912914649658634
3,3,-0.901951857682557,-0.30475150600888873
4,4,0.8067026486829473,0.551738207069204
5,5,-0.7134117791457099,0.7097072596133925
6,6,0.21295700219127817,-0.9393482720499845
7,7,0.3376598981234347,-0.9058425375186425
8,8,-0.030757339106300876,0.953184728303114
9,9,-0.6078474224939638,-0.7386975949917896
10,10,-0.49485053103243526,-0.6717623725409978
11,11,-0.11902708604435354,-0.9401959518583834
12,12,0.8654050187766004,-0.19954705449169274
13,13,0.7769209210721151,0.691003596039054
14,14,0.6541450275247804,0.5726812358739899
15,15,-0.6007759409561674,0.7879993905687295
16,16,0.8865558421274291,0.4315271721058488
17,17,-0.489282282402988,0.8869610549662946
18,18,0.9747543753524008,-0.18430219048348348
19,19,-0.8492464865764794,0.31165669584699784
20,20,-0.9634099299779755,0.2280765711159985
21,21,-0.8401333389206728,0.6541041253236777
22,22,0.3752191567114589,0.7937706446413352
23,23,-0.010699757628136982,-0.9317481290112286
24,24,0.879971082854124,-0.43097875120670287
25,25,-0.9447309700255493,0.10547426251150045
26,26,-0.31808633901282346,-0.9147623862661975
27,27,0.9419401364054604,0.26930837341483616
28,28,-0.34985683148683433,0.8916002587895763
29,29,-0.9292806603865288,-0.41516598140567806
30,30,0.4433137202711166,0.8965712031718418
31,31,-0.9568558048719795,-0.10658815181504581
32,32,-0.7203297240373325,-0.6625952428429627
33,33,0.590759728512216,0.7246392914425401
34,34,0.06085807221226205,0.8914704680304815
35,35,0.8297094554646048,0.3428444935882287
36,36,-0.4362938252523456,0.7371087499098822
37,37,0.2958114848684523,-0.7778050859329695
38,38,-0.9744503613850857,0.4041696059340059
39,39,0.28973136568227537,0.9292808690536765
40,40,0.6550119179100792,-0.6790333600434284
41,41,-0.2338396921479742,0.9640568587457848
42,42,0.9188495828827903,0.1559754187984447
43,43,-0.4274308531531726,-0.8472241889351986
44,44,0.9704029469152632,0.05990969014936052
45,45,-0.2111934783650203,-0.9796813688659063
46,46,0.1701089767740209,0.9216360826807839
47,47,-0.14858854717439193,0.9033511012122187
48,48,0.09832250385522694,-0.937163999471335
49,49,-0.8398124529596998,-0.5007650515012921
50,50,0.4525558461948675,-0.8499317852862104
51,51,0.8130442095147027,-0.5196208618099635
52,52,0.9146023979543476,-0.32245200137080154
53,53,-0.856747697516623,0.4891202393148848
54,54,0.6991988929513541,-0.7891830517430262
55,55,-1.0,0.0025598346761012028
56,56,-0.522313811271221,-0.8920819815403479
57,57,-0.7392052449155737,-0.5413730028020565
58,58,0.5961062685785727,0.8543315904275128
59,59,0.5625224668034013,-0.8182361098041013
60,60,0.7747696283226254,-0.6255890894279427
